,ds,trend,yhat,status,country,state,MAE_per_state_status,parameters
29,2020-12-17,7.919690488295495,7.887869884714085,Deaths,Canada,New Brunswick,0.885470843740858,default parameters
30,2020-12-18,7.983147102028682,7.859659383466982,Deaths,Canada,New Brunswick,0.885470843740858,default parameters
31,2020-12-19,8.046603715761869,8.110230820414287,Deaths,Canada,New Brunswick,0.885470843740858,default parameters
32,2020-12-20,8.110060329495056,8.110063668450337,Deaths,Canada,New Brunswick,0.885470843740858,default parameters
33,2020-12-21,8.173516943228243,8.109894653385936,Deaths,Canada,New Brunswick,0.885470843740858,default parameters
34,2020-12-22,8.23697355696143,8.360461626880824,Deaths,Canada,New Brunswick,0.885470843740858,default parameters
35,2020-12-23,8.300430170694618,8.332242269152996,Deaths,Canada,New Brunswick,0.885470843740858,default parameters
36,2020-12-24,8.363886784427804,8.332066180846367,Deaths,Canada,New Brunswick,0.885470843740858,default parameters
0,2020-11-18,339.0784428178634,341.1608837609134,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
1,2020-11-19,341.2402141210237,342.57922667758703,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
2,2020-11-20,343.40198538291764,343.4190282547393,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
3,2020-11-21,345.5637566730113,342.73852240884713,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
4,2020-11-22,346.5099069751674,345.1444799127344,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
5,2020-11-23,347.442243213186,348.28964491499625,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
6,2020-11-24,348.3745794567364,348.27934271009457,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
7,2020-11-25,349.30691568917706,351.3893566322285,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
8,2020-11-26,350.6661525863779,352.00516514293906,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
9,2020-11-27,353.4303822048022,353.44742507662056,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
10,2020-11-28,358.5236787629717,355.6984444988084,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
11,2020-11-29,363.6200508946429,362.25462383220093,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
12,2020-11-30,368.71815066181966,369.5655523636272,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
13,2020-12-01,374.8870889695528,374.791852222908,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
14,2020-12-02,381.416335618636,383.49877656168826,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
15,2020-12-03,387.94564603861454,389.2846585951774,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
16,2020-12-04,401.16585381449283,401.18289668632127,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
17,2020-12-05,414.38667327871826,411.5614390145509,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
18,2020-12-06,427.61170054067804,426.24627347823673,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
19,2020-12-07,440.8367277912044,441.6841294930066,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
20,2020-12-08,446.61278346881073,446.517546722168,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
21,2020-12-09,452.3863873200435,454.46882826309684,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
22,2020-12-10,458.1599911519612,459.49900370852555,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
23,2020-12-11,463.933595035792,463.95063790762094,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
24,2020-12-12,470.8268159235198,468.0015816593581,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
25,2020-12-13,477.7200368112476,476.35460974881187,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
26,2020-12-14,484.6132576989754,485.4606594007832,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
27,2020-12-15,491.5064785867032,491.4112418400595,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
28,2020-12-16,498.39969947443103,500.4821404174855,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
29,2020-12-17,505.29292036215884,506.63193291872295,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
30,2020-12-18,512.1861412498866,512.2031841217085,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
31,2020-12-19,519.0793621376145,516.2541278734487,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
32,2020-12-20,525.9725830253423,524.6071559629021,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
33,2020-12-21,532.8658039130701,533.713205614875,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
34,2020-12-22,539.7590248007979,539.6637880541562,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
35,2020-12-23,546.6522456885257,548.7346866315812,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
36,2020-12-24,553.5454665762535,554.8844791328155,Recovered,Canada,New Brunswick,21.795569145165505,default parameters
0,2020-11-18,304.54718328604434,304.43511368670244,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
1,2020-11-19,307.15717529719666,307.17077638070606,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
2,2020-11-20,309.7671679170149,308.401138653916,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
3,2020-11-21,312.38255294124997,311.6238135540098,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
4,2020-11-22,315.0019967083451,315.67703466753863,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
5,2020-11-23,317.6214404714671,318.9803746805988,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
6,2020-11-24,320.24088424323344,320.43014924107916,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
7,2020-11-25,322.86032801361273,322.7482584142693,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
8,2020-11-26,325.47977177786595,325.49337286137404,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
9,2020-11-27,328.099215570318,326.73318630721843,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
10,2020-11-28,330.71865935693756,329.9599199696984,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
11,2020-11-29,333.0229919482661,333.69802990745467,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
12,2020-11-30,335.3268512912697,336.68578550040183,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
13,2020-12-01,337.05336869912503,337.2426336969719,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
14,2020-12-02,338.77588360877934,338.6638140094371,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
15,2020-12-03,340.4983985120942,340.51199959560296,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
16,2020-12-04,342.2209134272866,340.85488416418974,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
17,2020-12-05,344.34817264345025,343.5894332562123,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
18,2020-12-06,346.4805296233031,347.155567582493,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
19,2020-12-07,348.61288661053254,349.9718208196681,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
20,2020-12-08,350.73685333709284,350.92611833493794,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
21,2020-12-09,351.9563684210571,351.84429882171474,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
22,2020-12-10,353.1673102816988,353.18091136520917,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
23,2020-12-11,354.37680271969936,353.0107734566022,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
24,2020-12-12,355.5855557367731,354.8268163495358,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
25,2020-12-13,356.79430875384674,357.4693467130371,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
26,2020-12-14,358.00306177092045,359.36199598005385,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
27,2020-12-15,359.2118147879941,359.40107978584246,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
28,2020-12-16,360.42056780506783,360.3084982057253,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
29,2020-12-17,361.6293208221415,361.6429219056516,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
30,2020-12-18,362.8380738392152,361.47204457611696,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
31,2020-12-19,364.04682685628893,363.28808746905287,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
32,2020-12-20,365.2555798733626,365.93061783255524,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
33,2020-12-21,366.46433289043637,367.8232670995703,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
34,2020-12-22,367.67308590751,367.86235090535655,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
35,2020-12-23,368.8818389245837,368.76976932524104,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
36,2020-12-24,370.09059194165746,370.10419302516624,Confirmed,Canada,Newfoundland and Labrador,4.989852989363426,default parameters
0,2020-11-18,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
1,2020-11-19,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
2,2020-11-20,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
3,2020-11-21,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
4,2020-11-22,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
5,2020-11-23,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
6,2020-11-24,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
7,2020-11-25,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
8,2020-11-26,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
9,2020-11-27,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
10,2020-11-28,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
11,2020-11-29,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
12,2020-11-30,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
13,2020-12-01,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
14,2020-12-02,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
15,2020-12-03,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
16,2020-12-04,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
17,2020-12-05,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
18,2020-12-06,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
19,2020-12-07,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
20,2020-12-08,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
21,2020-12-09,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
22,2020-12-10,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
23,2020-12-11,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
24,2020-12-12,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
25,2020-12-13,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
26,2020-12-14,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
27,2020-12-15,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
28,2020-12-16,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
29,2020-12-17,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
30,2020-12-18,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
31,2020-12-19,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
32,2020-12-20,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
33,2020-12-21,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
34,2020-12-22,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
35,2020-12-23,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
36,2020-12-24,4.0,4.0,Deaths,Canada,Newfoundland and Labrador,0.0,default parameters
0,2020-11-18,291.4312227309118,292.00000000000006,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
1,2020-11-19,292.3611198106497,294.0,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
2,2020-11-20,293.7817373322092,294.0,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
3,2020-11-21,293.71163441194744,294.0,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
4,2020-11-22,294.6415314916879,294.0,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
5,2020-11-23,294.5714285714303,294.0,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
6,2020-11-24,295.5013256511688,294.0,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
7,2020-11-25,294.43122273091456,295.0,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
8,2020-11-26,293.3611198106524,294.99999999999994,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
9,2020-11-27,294.7817373322107,295.0,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
10,2020-11-28,295.7116344119471,295.99999999999994,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
11,2020-11-29,297.6415314916867,297.0,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
12,2020-11-30,297.57142857142975,297.0,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
13,2020-12-01,299.5013256511647,297.99999999999994,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
14,2020-12-02,301.4312227309104,301.99999999999994,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
15,2020-12-03,304.3611198106484,306.0,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
16,2020-12-04,306.7817373322071,306.99999999999994,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
17,2020-12-05,311.7116344119482,311.9999999999999,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
18,2020-12-06,317.64153149168686,316.99999999999994,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
19,2020-12-07,317.57142857142503,316.9999999999999,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
20,2020-12-08,320.5013256511662,318.99999999999994,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
21,2020-12-09,319.4312227309098,319.99999999999994,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
22,2020-12-10,327.3611198106504,328.99999999999994,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
23,2020-12-11,329.78173733220603,329.99999999999994,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
24,2020-12-12,330.71163441194665,331.0,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
25,2020-12-13,331.64153149168726,331.0,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
26,2020-12-14,332.57142857142793,332.0,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
27,2020-12-15,333.50132565116854,332.0,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
28,2020-12-16,334.4312227309092,335.00000000000006,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
29,2020-12-17,335.3611198106498,337.00000000000006,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
30,2020-12-18,336.29101689039044,336.5092795581802,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
31,2020-12-19,337.2209139701311,337.5092795581834,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
32,2020-12-20,338.15081104987166,337.5092795581843,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
33,2020-12-21,339.08070812961233,338.50927955818497,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
34,2020-12-22,340.01060520935295,338.50927955818287,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
35,2020-12-23,340.9405022890936,341.5092795581851,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
36,2020-12-24,341.8703993688342,343.50927955818173,Recovered,Canada,Newfoundland and Labrador,6.1168996583169655,default parameters
0,2020-11-18,15.012827287312293,14.987673887329073,Confirmed,Canada,Northwest Territories,5.0,default parameters
1,2020-11-19,15.009016489071927,14.661995941939995,Confirmed,Canada,Northwest Territories,5.0,default parameters
2,2020-11-20,15.005205690952016,14.429322618095611,Confirmed,Canada,Northwest Territories,5.0,default parameters
3,2020-11-21,15.00139489290468,15.475711262606733,Confirmed,Canada,Northwest Territories,5.0,default parameters
4,2020-11-22,14.997584094688456,15.272060020367148,Confirmed,Canada,Northwest Territories,5.0,default parameters
5,2020-11-23,14.993773296820184,15.068365784300278,Confirmed,Canada,Northwest Territories,5.0,default parameters
6,2020-11-24,14.989962498830172,15.114634735939179,Confirmed,Canada,Northwest Territories,5.0,default parameters
7,2020-11-25,14.986151701015743,14.960998301030951,Confirmed,Canada,Northwest Territories,5.0,default parameters
8,2020-11-26,14.982340903551476,14.635320356418715,Confirmed,Canada,Northwest Territories,5.0,default parameters
9,2020-11-27,14.978530106196931,14.402647033340932,Confirmed,Canada,Northwest Territories,5.0,default parameters
10,2020-11-28,14.974719308868162,15.449035678570542,Confirmed,Canada,Northwest Territories,5.0,default parameters
11,2020-11-29,14.970908511799376,15.245384437479435,Confirmed,Canada,Northwest Territories,5.0,default parameters
12,2020-11-30,14.967115578428018,15.041708065908857,Confirmed,Canada,Northwest Territories,5.0,default parameters
13,2020-12-01,14.963322645361718,15.087994882472367,Confirmed,Canada,Northwest Territories,5.0,default parameters
14,2020-12-02,14.959583248023145,14.934429848038857,Confirmed,Canada,Northwest Territories,5.0,default parameters
15,2020-12-03,14.955843851087078,14.608823303954807,Confirmed,Canada,Northwest Territories,5.0,default parameters
16,2020-12-04,14.95210719756933,14.376224124711312,Confirmed,Canada,Northwest Territories,5.0,default parameters
17,2020-12-05,14.948371680990814,15.422688050693907,Confirmed,Canada,Northwest Territories,5.0,default parameters
18,2020-12-06,14.944746616433667,15.219222542113659,Confirmed,Canada,Northwest Territories,5.0,default parameters
19,2020-12-07,14.941279077018212,15.015871564500545,Confirmed,Canada,Northwest Territories,5.0,default parameters
20,2020-12-08,14.937965312183293,15.06263754929317,Confirmed,Canada,Northwest Territories,5.0,default parameters
21,2020-12-09,15.746668491611532,15.721515091626706,Confirmed,Canada,Northwest Territories,5.0,default parameters
22,2020-12-10,16.556854141440127,16.209833594308787,Confirmed,Canada,Northwest Territories,5.0,default parameters
23,2020-12-11,17.367208010431586,16.791324937574124,Confirmed,Canada,Northwest Territories,5.0,default parameters
24,2020-12-12,18.177780444570452,18.652096814273488,Confirmed,Canada,Northwest Territories,5.0,default parameters
25,2020-12-13,18.988352878709318,19.262828804388395,Confirmed,Canada,Northwest Territories,5.0,default parameters
26,2020-12-14,19.798925312848187,19.873517800328983,Confirmed,Canada,Northwest Territories,5.0,default parameters
27,2020-12-15,20.60949774698705,20.73416998409648,Confirmed,Canada,Northwest Territories,5.0,default parameters
28,2020-12-16,21.420070181125922,21.394916781140562,Confirmed,Canada,Northwest Territories,5.0,default parameters
29,2020-12-17,22.23064261526478,21.88362206813327,Confirmed,Canada,Northwest Territories,5.0,default parameters
30,2020-12-18,23.041215049403647,22.46533197654644,Confirmed,Canada,Northwest Territories,5.0,default parameters
31,2020-12-19,23.851787483542513,24.32610385324626,Confirmed,Canada,Northwest Territories,5.0,default parameters
32,2020-12-20,24.66235991768138,24.936835843361234,Confirmed,Canada,Northwest Territories,5.0,default parameters
33,2020-12-21,25.472932351820248,25.54752483930179,Confirmed,Canada,Northwest Territories,5.0,default parameters
34,2020-12-22,26.28350478595911,26.40817702306777,Confirmed,Canada,Northwest Territories,5.0,default parameters
35,2020-12-23,27.094077220097976,27.068923820112083,Confirmed,Canada,Northwest Territories,5.0,default parameters
36,2020-12-24,27.904649654236845,27.557629107104507,Confirmed,Canada,Northwest Territories,5.0,default parameters
0,2020-11-18,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
1,2020-11-19,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
2,2020-11-20,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
3,2020-11-21,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
4,2020-11-22,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
5,2020-11-23,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
6,2020-11-24,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
7,2020-11-25,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
8,2020-11-26,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
9,2020-11-27,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
10,2020-11-28,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
11,2020-11-29,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
12,2020-11-30,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
13,2020-12-01,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
14,2020-12-02,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
15,2020-12-03,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
16,2020-12-04,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
17,2020-12-05,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
18,2020-12-06,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
19,2020-12-07,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
20,2020-12-08,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
21,2020-12-09,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
22,2020-12-10,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
23,2020-12-11,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
24,2020-12-12,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
25,2020-12-13,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
26,2020-12-14,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
27,2020-12-15,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
28,2020-12-16,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
29,2020-12-17,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
30,2020-12-18,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
31,2020-12-19,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
32,2020-12-20,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
33,2020-12-21,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
34,2020-12-22,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
35,2020-12-23,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
36,2020-12-24,0.0,0.0,Deaths,Canada,Northwest Territories,0.0,default parameters
0,2020-11-18,11.482541562875825,11.639443167801797,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
1,2020-11-19,11.651851164180192,11.640504056562929,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
2,2020-11-20,11.821160764539274,11.978582520444544,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
3,2020-11-21,11.990470365339618,11.979495845785516,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
4,2020-11-22,12.159779966133842,11.980559452480554,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
5,2020-11-23,12.329089565016478,11.981720786717338,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
6,2020-11-24,12.498399164793325,12.732986723086,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
7,2020-11-25,12.667708760642576,12.824610365569256,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
8,2020-11-26,12.83701398329852,12.825666875681788,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
9,2020-11-27,13.006261345732359,13.16368310163789,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
10,2020-11-28,13.175275531296155,13.164301011741765,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
11,2020-11-29,13.343850910164422,13.164630396512091,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
12,2020-11-30,13.51228050572027,13.164911727421195,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
13,2020-12-01,13.68050947888722,13.91509703717948,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
14,2020-12-02,13.848558405769289,14.005460010695275,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
15,2020-12-03,14.016492497661005,14.005145390043323,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
16,2020-12-04,14.184418003526682,14.341839759431828,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
17,2020-12-05,14.352058970766409,14.341084451212131,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
18,2020-12-06,14.519590089369364,14.340369575716846,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
19,2020-12-07,14.686945319261431,14.339576540961032,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
20,2020-12-08,14.854200082717746,15.088787641010638,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
21,2020-12-09,15.02145484050697,15.178356445432962,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
22,2020-12-10,15.188697478194726,15.177350370577798,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
23,2020-12-11,15.355940115439854,15.513361871344628,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
24,2020-12-12,15.523182753537268,15.512208233982303,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
25,2020-12-13,15.690425391634689,15.511204877981895,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
26,2020-12-14,15.857668029732103,15.510299251432253,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
27,2020-12-15,16.02491066782952,16.259498226121266,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
28,2020-12-16,16.19215330592694,16.349054910852942,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
29,2020-12-17,16.359395944024353,16.348048836407216,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
30,2020-12-18,16.526638582121773,16.684060338027443,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
31,2020-12-19,16.69388122021919,16.682906700664336,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
32,2020-12-20,16.861123858316603,16.68190334466371,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
33,2020-12-21,17.028366496414023,16.680997718114238,Recovered,Canada,Northwest Territories,2.5488390448851597,default parameters
