,Date,State,Country,Confirmed
83,2020-12-05,Fujian,China,493
84,2020-12-05,Gansu,China,182
85,2020-12-05,Guangdong,China,2000
86,2020-12-05,Guangxi,China,263
87,2020-12-05,Guizhou,China,147
88,2020-12-05,Hainan,China,171
89,2020-12-05,Hebei,China,373
90,2020-12-05,Heilongjiang,China,949
91,2020-12-05,Henan,China,1295
92,2020-12-05,Hong Kong,China,6701
93,2020-12-05,Hubei,China,68149
94,2020-12-05,Hunan,China,1020
95,2020-12-05,Inner Mongolia,China,333
96,2020-12-05,Jiangsu,China,680
97,2020-12-05,Jiangxi,China,935
98,2020-12-05,Jilin,China,157
99,2020-12-05,Liaoning,China,289
100,2020-12-05,Macau,China,46
101,2020-12-05,Ningxia,China,75
102,2020-12-05,Qinghai,China,18
103,2020-12-05,Shaanxi,China,501
104,2020-12-05,Shandong,China,857
105,2020-12-05,Shanghai,China,1353
106,2020-12-05,Shanxi,China,222
107,2020-12-05,Sichuan,China,811
108,2020-12-05,Tianjin,China,300
109,2020-12-05,Tibet,China,1
110,2020-12-05,Xinjiang,China,980
111,2020-12-05,Yunnan,China,219
112,2020-12-05,Zhejiang,China,1294
113,2020-12-05,Amazonas,Colombia,3157
114,2020-12-05,Antioquia,Colombia,219372
115,2020-12-05,Arauca,Colombia,4176
116,2020-12-05,Atlantico,Colombia,79572
117,2020-12-05,Bolivar,Colombia,40011
118,2020-12-05,Boyaca,Colombia,22638
119,2020-12-05,Caldas,Colombia,26238
120,2020-12-05,Capital District,Colombia,384260
121,2020-12-05,Caqueta,Colombia,13565
122,2020-12-05,Casanare,Colombia,7260
123,2020-12-05,Cauca,Colombia,16167
124,2020-12-05,Cesar,Colombia,30355
125,2020-12-05,Choco,Colombia,4548
126,2020-12-05,Cordoba,Colombia,28475
127,2020-12-05,Cundinamarca,Colombia,54302
128,2020-12-05,Guainia,Colombia,1209
129,2020-12-05,Guaviare,Colombia,1862
130,2020-12-05,Huila,Colombia,30723
131,2020-12-05,La Guajira,Colombia,12277
132,2020-12-05,Magdalena,Colombia,20933
133,2020-12-05,Meta,Colombia,28995
134,2020-12-05,Narino,Colombia,25978
135,2020-12-05,Norte de Santander,Colombia,30296
136,2020-12-05,Putumayo,Colombia,5065
137,2020-12-05,Quindio,Colombia,17982
138,2020-12-05,Risaralda,Colombia,24296
139,2020-12-05,San Andres y Providencia,Colombia,2219
140,2020-12-05,Santander,Colombia,55034
141,2020-12-05,Sucre,Colombia,16682
142,2020-12-05,Tolima,Colombia,31084
143,2020-12-05,Unknown,Colombia,0
144,2020-12-05,Valle del Cauca,Colombia,111822
145,2020-12-05,Vaupes,Colombia,1123
146,2020-12-05,Vichada,Colombia,931
147,2020-12-05,Faroe Islands,Denmark,505
148,2020-12-05,Greenland,Denmark,18
149,2020-12-05,French Guiana,France,11334
150,2020-12-05,French Polynesia,France,15107
151,2020-12-05,Guadeloupe,France,8427
152,2020-12-05,Martinique,France,5520
153,2020-12-05,Mayotte,France,5181
154,2020-12-05,New Caledonia,France,35
155,2020-12-05,Reunion,France,8200
156,2020-12-05,Saint Barthelemy,France,147
157,2020-12-05,Saint Pierre and Miquelon,France,16
158,2020-12-05,St Martin,France,717
159,2020-12-05,Baden-Wurttemberg,Germany,162388
160,2020-12-05,Bayern,Germany,226357
161,2020-12-05,Berlin,Germany,69768
162,2020-12-05,Brandenburg,Germany,22569
163,2020-12-05,Bremen,Germany,10645
164,2020-12-05,Hamburg,Germany,26277
165,2020-12-05,Hessen,Germany,94437
166,2020-12-05,Mecklenburg-Vorpommern,Germany,6608
167,2020-12-05,Niedersachsen,Germany,76295
168,2020-12-05,Nordrhein-Westfalen,Germany,281491
169,2020-12-05,Rheinland-Pfalz,Germany,48260
170,2020-12-05,Saarland,Germany,13904
171,2020-12-05,Sachsen,Germany,65830
172,2020-12-05,Sachsen-Anhalt,Germany,14363
173,2020-12-05,Schleswig-Holstein,Germany,15392
174,2020-12-05,Thuringen,Germany,20115
175,2020-12-05,Unknown,Germany,2815
176,2020-12-05,Andaman and Nicobar Islands,India,4742
177,2020-12-05,Andhra Pradesh,India,870675
178,2020-12-05,Arunachal Pradesh,India,16367
179,2020-12-05,Assam,India,213505
180,2020-12-05,Bihar,India,237006
181,2020-12-05,Chandigarh,India,17828
182,2020-12-05,Chhattisgarh,India,243997
183,2020-12-05,Dadra and Nagar Haveli and Daman and Diu,India,3340
184,2020-12-05,Delhi,India,586125
185,2020-12-05,Goa,India,48459
186,2020-12-05,Gujarat,India,215819
187,2020-12-05,Haryana,India,240841
188,2020-12-05,Himachal Pradesh,India,43500
189,2020-12-05,Jammu and Kashmir,India,112256
190,2020-12-05,Jharkhand,India,109990
191,2020-12-05,Karnataka,India,890360
192,2020-12-05,Kerala,India,625767
193,2020-12-05,Ladakh,India,8732
194,2020-12-05,Lakshadweep,India,0
195,2020-12-05,Madhya Pradesh,India,211698
196,2020-12-05,Maharashtra,India,1842587
197,2020-12-05,Manipur,India,25691
198,2020-12-05,Meghalaya,India,12067
199,2020-12-05,Mizoram,India,3913
200,2020-12-05,Nagaland,India,11305
201,2020-12-05,Odisha,India,320394
202,2020-12-05,Puducherry,India,37165
203,2020-12-05,Punjab,India,154788
204,2020-12-05,Rajasthan,India,276420
205,2020-12-05,Sikkim,India,5147
206,2020-12-05,Tamil Nadu,India,787554
207,2020-12-05,Telangana,India,272719
208,2020-12-05,Tripura,India,32860
209,2020-12-05,Unknown,India,0
210,2020-12-05,Uttar Pradesh,India,551179
211,2020-12-05,Uttarakhand,India,76893
212,2020-12-05,West Bengal,India,496522
213,2020-12-05,Abruzzo,Italy,29604
214,2020-12-05,Basilicata,Italy,8728
215,2020-12-05,Calabria,Italy,17891
216,2020-12-05,Campania,Italy,162220
217,2020-12-05,Emilia-Romagna,Italy,130009
218,2020-12-05,Friuli Venezia Giulia,Italy,34010
219,2020-12-05,Lazio,Italy,126840
220,2020-12-05,Liguria,Italy,53161
221,2020-12-05,Lombardia,Italy,423548
222,2020-12-05,Marche,Italy,31532
223,2020-12-05,Molise,Italy,5098
224,2020-12-05,P.A. Bolzano,Italy,24847
225,2020-12-05,P.A. Trento,Italy,16661
226,2020-12-05,Piemonte,Italy,175063
227,2020-12-05,Puglia,Italy,60668
228,2020-12-05,Sardegna,Italy,23429
229,2020-12-05,Sicilia,Italy,69227
230,2020-12-05,Toscana,Italy,106875
231,2020-12-05,Umbria,Italy,24684
232,2020-12-05,Valle d'Aosta,Italy,6646
233,2020-12-05,Veneto,Italy,158198
234,2020-12-05,Aichi,Japan,10950
235,2020-12-05,Akita,Japan,90
236,2020-12-05,Aomori,Japan,325
237,2020-12-05,Chiba,Japan,7316
238,2020-12-05,Ehime,Japan,339
239,2020-12-05,Fukui,Japan,321
240,2020-12-05,Fukuoka,Japan,5973
241,2020-12-05,Fukushima,Japan,523
242,2020-12-05,Gifu,Japan,1195
243,2020-12-05,Gunma,Japan,1341
244,2020-12-05,Hiroshima,Japan,988
245,2020-12-05,Hokkaido,Japan,9658
246,2020-12-05,Hyogo,Japan,6180
247,2020-12-05,Ibaraki,Japan,1778
248,2020-12-05,Ishikawa,Japan,864
249,2020-12-05,Iwate,Japan,213
250,2020-12-05,Kagawa,Japan,164
251,2020-12-05,Kagoshima,Japan,653
252,2020-12-05,Kanagawa,Japan,13340
253,2020-12-05,Kochi,Japan,196
254,2020-12-05,Kumamoto,Japan,1074
255,2020-12-05,Kyoto,Japan,2770
256,2020-12-05,Mie,Japan,926
257,2020-12-05,Miyagi,Japan,1274
258,2020-12-05,Miyazaki,Japan,536
259,2020-12-05,Nagano,Japan,765
260,2020-12-05,Nagasaki,Japan,273
261,2020-12-05,Nara,Japan,1250
262,2020-12-05,Niigata,Japan,356
263,2020-12-05,Oita,Japan,360
264,2020-12-05,Okayama,Japan,634
265,2020-12-05,Okinawa,Japan,4502
266,2020-12-05,Osaka,Japan,21799
267,2020-12-05,Port Quarantine,Japan,1573
268,2020-12-05,Saga,Japan,331
269,2020-12-05,Saitama,Japan,9001
270,2020-12-05,Shiga,Japan,813
271,2020-12-05,Shimane,Japan,152
272,2020-12-05,Shizuoka,Japan,1873
273,2020-12-05,Tochigi,Japan,719
274,2020-12-05,Tokushima,Japan,184
275,2020-12-05,Tokyo,Japan,42842
276,2020-12-05,Tottori,Japan,61
277,2020-12-05,Toyama,Japan,461
278,2020-12-05,Unknown,Japan,8
279,2020-12-05,Wakayama,Japan,492
280,2020-12-05,Yamagata,Japan,152
281,2020-12-05,Yamaguchi,Japan,407
282,2020-12-05,Yamanashi,Japan,392
283,2020-12-05,Aguascalientes,Mexico,14291
284,2020-12-05,Baja California,Mexico,27766
285,2020-12-05,Baja California Sur,Mexico,14844
286,2020-12-05,Campeche,Mexico,6853
287,2020-12-05,Chiapas,Mexico,7798
288,2020-12-05,Chihuahua,Mexico,31428
289,2020-12-05,Ciudad de Mexico,Mexico,224291
290,2020-12-05,Coahuila,Mexico,42963
291,2020-12-05,Colima,Mexico,7317
292,2020-12-05,Durango,Mexico,21950
293,2020-12-05,Guanajuato,Mexico,65976
294,2020-12-05,Guerrero,Mexico,24057
295,2020-12-05,Hidalgo,Mexico,19641
296,2020-12-05,Jalisco,Mexico,43031
297,2020-12-05,Mexico,Mexico,115499
298,2020-12-05,Michoacan,Mexico,28971
299,2020-12-05,Morelos,Mexico,8085
300,2020-12-05,Nayarit,Mexico,7294
301,2020-12-05,Nuevo Leon,Mexico,69627
302,2020-12-05,Oaxaca,Mexico,24934
303,2020-12-05,Puebla,Mexico,40626
304,2020-12-05,Queretaro,Mexico,23397
305,2020-12-05,Quintana Roo,Mexico,14645
306,2020-12-05,San Luis Potosi,Mexico,35555
307,2020-12-05,Sinaloa,Mexico,24785
308,2020-12-05,Sonora,Mexico,44795
309,2020-12-05,Tabasco,Mexico,38003
310,2020-12-05,Tamaulipas,Mexico,36298
311,2020-12-05,Tlaxcala,Mexico,9576
312,2020-12-05,Unknown,Mexico,0
313,2020-12-05,Veracruz,Mexico,40239
314,2020-12-05,Yucatan,Mexico,24462
315,2020-12-05,Zacatecas,Mexico,17773
316,2020-12-05,Aruba,Netherlands,4942
317,2020-12-05,"Bonaire, Sint Eustatius and Saba",Netherlands,164
318,2020-12-05,Curacao,Netherlands,2890
319,2020-12-05,Drenthe,Netherlands,8099
320,2020-12-05,Flevoland,Netherlands,11796
321,2020-12-05,Friesland,Netherlands,9101
322,2020-12-05,Gelderland,Netherlands,54801
323,2020-12-05,Groningen,Netherlands,8961
324,2020-12-05,Limburg,Netherlands,26508
325,2020-12-05,Noord-Brabant,Netherlands,86402
326,2020-12-05,Noord-Holland,Netherlands,97641
327,2020-12-05,Overijssel,Netherlands,32964
328,2020-12-05,Sint Maarten,Netherlands,1120
329,2020-12-05,Unknown,Netherlands,3043
330,2020-12-05,Utrecht,Netherlands,45967
331,2020-12-05,Zeeland,Netherlands,6546
332,2020-12-05,Zuid-Holland,Netherlands,152095
333,2020-12-05,Azad Jammu and Kashmir,Pakistan,7219
334,2020-12-05,Balochistan,Pakistan,17392
335,2020-12-05,Gilgit-Baltistan,Pakistan,4708
336,2020-12-05,Islamabad,Pakistan,31992
337,2020-12-05,Khyber Pakhtunkhwa,Pakistan,48683
338,2020-12-05,Punjab,Pakistan,122293
339,2020-12-05,Sindh,Pakistan,180904
340,2020-12-05,Amazonas,Peru,18053
341,2020-12-05,Ancash,Peru,28848
342,2020-12-05,Apurimac,Peru,6615
343,2020-12-05,Arequipa,Peru,46477
344,2020-12-05,Ayacucho,Peru,14592
345,2020-12-05,Cajamarca,Peru,23969
346,2020-12-05,Callao,Peru,41027
347,2020-12-05,Cusco,Peru,24097
348,2020-12-05,Huancavelica,Peru,7685
349,2020-12-05,Huanuco,Peru,19188
350,2020-12-05,Ica,Peru,31010
351,2020-12-05,Junin,Peru,25733
352,2020-12-05,La Libertad,Peru,35587
353,2020-12-05,Lambayeque,Peru,31027
354,2020-12-05,Lima,Peru,430948
355,2020-12-05,Loreto,Peru,24744
356,2020-12-05,Madre de Dios,Peru,9249
357,2020-12-05,Moquegua,Peru,15360
358,2020-12-05,Pasco,Peru,6272
359,2020-12-05,Piura,Peru,41047
360,2020-12-05,Puno,Peru,18550
361,2020-12-05,San Martin,Peru,24229
362,2020-12-05,Tacna,Peru,14125
363,2020-12-05,Tumbes,Peru,9148
364,2020-12-05,Ucayali,Peru,19495
365,2020-12-05,Unknown,Peru,0
366,2020-12-05,Adygea Republic,Russia,8436
367,2020-12-05,Altai Krai,Russia,27025
368,2020-12-05,Altai Republic,Russia,11604
369,2020-12-05,Amur Oblast,Russia,11990
370,2020-12-05,Arkhangelsk Oblast,Russia,32808
371,2020-12-05,Astrakhan Oblast,Russia,14329
372,2020-12-05,Bashkortostan Republic,Russia,14833
373,2020-12-05,Belgorod Oblast,Russia,16901
374,2020-12-05,Bryansk Oblast,Russia,17883
375,2020-12-05,Buryatia Republic,Russia,19913
376,2020-12-05,Chechen Republic,Russia,4856
377,2020-12-05,Chelyabinsk Oblast,Russia,26424
378,2020-12-05,Chukotka Autonomous Okrug,Russia,414
379,2020-12-05,Chuvashia Republic,Russia,13047
380,2020-12-05,Dagestan Republic,Russia,19449
381,2020-12-05,Ingushetia Republic,Russia,9802
382,2020-12-05,Irkutsk Oblast,Russia,33191
383,2020-12-05,Ivanovo Oblast,Russia,16466
384,2020-12-05,Jewish Autonomous Okrug,Russia,3073
385,2020-12-05,Kabardino-Balkarian Republic,Russia,13098
386,2020-12-05,Kaliningrad Oblast,Russia,12230
387,2020-12-05,Kalmykia Republic,Russia,12038
388,2020-12-05,Kaluga Oblast,Russia,16586
389,2020-12-05,Kamchatka Krai,Russia,7955
390,2020-12-05,Karachay-Cherkess Republic,Russia,12592
391,2020-12-05,Karelia Republic,Russia,16933
392,2020-12-05,Kemerovo Oblast,Russia,21468
393,2020-12-05,Khabarovsk Krai,Russia,25907
394,2020-12-05,Khakassia Republic,Russia,12789
395,2020-12-05,Khanty-Mansi Autonomous Okrug,Russia,35218
396,2020-12-05,Kirov Oblast,Russia,19035
397,2020-12-05,Komi Republic,Russia,22498
398,2020-12-05,Kostroma Oblast,Russia,11945
399,2020-12-05,Krasnodar Krai,Russia,22763
400,2020-12-05,Krasnoyarsk Krai,Russia,37568
401,2020-12-05,Kurgan Oblast,Russia,9114
402,2020-12-05,Kursk Oblast,Russia,15953
403,2020-12-05,Leningrad Oblast,Russia,17790
404,2020-12-05,Lipetsk Oblast,Russia,11795
405,2020-12-05,Magadan Oblast,Russia,5858
406,2020-12-05,Mari El Republic,Russia,7775
407,2020-12-05,Mordovia Republic,Russia,11105
408,2020-12-05,Moscow,Russia,632057
409,2020-12-05,Moscow Oblast,Russia,115694
410,2020-12-05,Murmansk Oblast,Russia,28565
411,2020-12-05,Nenets Autonomous Okrug,Russia,666
412,2020-12-05,Nizhny Novgorod Oblast,Russia,56397
413,2020-12-05,North Ossetia - Alania Republic,Russia,9682
414,2020-12-05,Novgorod Oblast,Russia,12649
415,2020-12-05,Novosibirsk Oblast,Russia,23408
416,2020-12-05,Omsk Oblast,Russia,23545
417,2020-12-05,Orel Oblast,Russia,16668
418,2020-12-05,Orenburg Oblast,Russia,23908
419,2020-12-05,Penza Oblast,Russia,20895
420,2020-12-05,Perm Krai,Russia,21900
421,2020-12-05,Primorsky Krai,Russia,22844
422,2020-12-05,Pskov Oblast,Russia,13100
423,2020-12-05,Rostov Oblast,Russia,41358
424,2020-12-05,Ryazan Oblast,Russia,14538
425,2020-12-05,Saint Petersburg,Russia,140674
426,2020-12-05,Sakha (Yakutiya) Republic,Russia,20916
427,2020-12-05,Sakhalin Oblast,Russia,11865
428,2020-12-05,Samara Oblast,Russia,23399
429,2020-12-05,Saratov Oblast,Russia,28175
430,2020-12-05,Smolensk Oblast,Russia,12886
431,2020-12-05,Stavropol Krai,Russia,28639
432,2020-12-05,Sverdlovsk Oblast,Russia,47835
433,2020-12-05,Tambov Oblast,Russia,13718
434,2020-12-05,Tatarstan Republic,Russia,10687
435,2020-12-05,Tomsk Oblast,Russia,19238
436,2020-12-05,Tula Oblast,Russia,17300
437,2020-12-05,Tver Oblast,Russia,16001
438,2020-12-05,Tyumen Oblast,Russia,18914
439,2020-12-05,Tyva Republic,Russia,12769
440,2020-12-05,Udmurt Republic,Russia,14081
441,2020-12-05,Ulyanovsk Oblast,Russia,28639
442,2020-12-05,Vladimir Oblast,Russia,13801
443,2020-12-05,Volgograd Oblast,Russia,28150
444,2020-12-05,Vologda Oblast,Russia,13569
445,2020-12-05,Voronezh Oblast,Russia,35828
446,2020-12-05,Yamalo-Nenets Autonomous Okrug,Russia,27123
447,2020-12-05,Yaroslavl Oblast,Russia,17178
448,2020-12-05,Zabaykalsky Krai,Russia,20296
449,2020-12-05,Andalusia,Spain,238783
450,2020-12-05,Aragon,Spain,74534
451,2020-12-05,Asturias,Spain,24175
452,2020-12-05,Baleares,Spain,25288
453,2020-12-05,C. Valenciana,Spain,108586
454,2020-12-05,Canarias,Spain,21753
455,2020-12-05,Cantabria,Spain,15903
456,2020-12-05,Castilla - La Mancha,Spain,87956
457,2020-12-05,Castilla y Leon,Spain,123433
458,2020-12-05,Catalonia,Spain,310141
459,2020-12-05,Ceuta,Spain,2854
460,2020-12-05,Extremadura,Spain,29461
461,2020-12-05,Galicia,Spain,51557
462,2020-12-05,La Rioja,Spain,16881
463,2020-12-05,Madrid,Spain,354326
464,2020-12-05,Melilla,Spain,4152
465,2020-12-05,Murcia,Spain,55116
466,2020-12-05,Navarra,Spain,40032
467,2020-12-05,Pais Vasco,Spain,99716
468,2020-12-05,Unknown,Spain,0
469,2020-12-05,Blekinge,Sweden,2329
470,2020-12-05,Dalarna,Sweden,6737
471,2020-12-05,Gavleborg,Sweden,8215
472,2020-12-05,Gotland,Sweden,1464
473,2020-12-05,Halland,Sweden,7372
474,2020-12-05,Jamtland Harjedalen,Sweden,3054
475,2020-12-05,Jonkoping,Sweden,12416
476,2020-12-05,Kalmar,Sweden,3547
477,2020-12-05,Kronoberg,Sweden,5613
478,2020-12-05,Norrbotten,Sweden,5556
479,2020-12-05,Orebro,Sweden,10280
480,2020-12-05,Ostergotland,Sweden,9641
481,2020-12-05,Skane,Sweden,32005
482,2020-12-05,Sormland,Sweden,6347
483,2020-12-05,Stockholm,Sweden,82014
484,2020-12-05,Uppsala,Sweden,12349
485,2020-12-05,Varmland,Sweden,3770
486,2020-12-05,Vasterbotten,Sweden,5025
487,2020-12-05,Vasternorrland,Sweden,5901
488,2020-12-05,Vastmanland,Sweden,9537
489,2020-12-05,Vastra Gotaland,Sweden,45740
490,2020-12-05,Alabama,US,264199
491,2020-12-05,Alaska,US,35325
492,2020-12-05,Arizona,US,352101
493,2020-12-05,Arkansas,US,167137
494,2020-12-05,California,US,1310307
495,2020-12-05,Colorado,US,252222
496,2020-12-05,Connecticut,US,127715
497,2020-12-05,Delaware,US,38398
498,2020-12-05,District of Columbia,US,22480
499,2020-12-05,Florida,US,1039207
500,2020-12-05,Georgia,US,494354
501,2020-12-05,Guam,US,6959
502,2020-12-05,Hawaii,US,18605
503,2020-12-05,Idaho,US,108366
504,2020-12-05,Illinois,US,770088
505,2020-12-05,Indiana,US,367329
506,2020-12-05,Iowa,US,241531
507,2020-12-05,Kansas,US,171146
508,2020-12-05,Kentucky,US,194192
509,2020-12-05,Louisiana,US,247177
510,2020-12-05,Maine,US,12844
511,2020-12-05,Maryland,US,209191
512,2020-12-05,Massachusetts,US,246398
513,2020-12-05,Michigan,US,420268
514,2020-12-05,Minnesota,US,338973
515,2020-12-05,Mississippi,US,161516
516,2020-12-05,Missouri,US,320472
517,2020-12-05,Montana,US,66436
518,2020-12-05,Nebraska,US,136325
519,2020-12-05,Nevada,US,162434
520,2020-12-05,New Hampshire,US,23690
521,2020-12-05,New Jersey,US,356662
522,2020-12-05,New Mexico,US,104935
523,2020-12-05,New York,US,693629
524,2020-12-05,North Carolina,US,382534
525,2020-12-05,North Dakota,US,81949
526,2020-12-05,Northern Mariana Islands,US,106
527,2020-12-05,Ohio,US,456963
528,2020-12-05,Oklahoma,US,208875
529,2020-12-05,Oregon,US,81437
530,2020-12-05,Pennsylvania,US,404521
531,2020-12-05,Puerto Rico,US,54597
532,2020-12-05,Recovered,US,0
533,2020-12-05,Rhode Island,US,62137
534,2020-12-05,South Carolina,US,226013
535,2020-12-05,South Dakota,US,84398
536,2020-12-05,Tennessee,US,392608
537,2020-12-05,Texas,US,1360818
538,2020-12-05,Utah,US,209170
539,2020-12-05,Vermont,US,4763
540,2020-12-05,Virgin Islands,US,1613
541,2020-12-05,Virginia,US,247380
542,2020-12-05,Washington,US,181329
543,2020-12-05,West Virginia,US,52172
544,2020-12-05,Wisconsin,US,432207
545,2020-12-05,Wyoming,US,35737
546,2020-12-05,Cherkasy Oblast,Ukraine,25492
547,2020-12-05,Chernihiv Oblast,Ukraine,20327
548,2020-12-05,Chernivtsi Oblast,Ukraine,34710
549,2020-12-05,Crimea Republic*,Ukraine,16314
550,2020-12-05,Dnipropetrovsk Oblast,Ukraine,42224
551,2020-12-05,Donetsk Oblast,Ukraine,24595
552,2020-12-05,Ivano-Frankivsk Oblast,Ukraine,38588
553,2020-12-05,Kharkiv Oblast,Ukraine,58030
554,2020-12-05,Kherson Oblast,Ukraine,11398
555,2020-12-05,Khmelnytskyi Oblast,Ukraine,31412
556,2020-12-05,Kiev,Ukraine,76750
557,2020-12-05,Kiev Oblast,Ukraine,41415
558,2020-12-05,Kirovohrad Oblast,Ukraine,5888
559,2020-12-05,Luhansk Oblast,Ukraine,6726
560,2020-12-05,Lviv Oblast,Ukraine,48819
561,2020-12-05,Mykolaiv Oblast,Ukraine,20358
562,2020-12-05,Odessa Oblast,Ukraine,49131
563,2020-12-05,Poltava Oblast,Ukraine,24532
564,2020-12-05,Rivne Oblast,Ukraine,32702
565,2020-12-05,Sevastopol*,Ukraine,4623
566,2020-12-05,Sumy Oblast,Ukraine,32080
567,2020-12-05,Ternopil Oblast,Ukraine,29007
568,2020-12-05,Vinnytsia Oblast,Ukraine,18271
569,2020-12-05,Volyn Oblast,Ukraine,25465
570,2020-12-05,Zakarpattia Oblast,Ukraine,24067
571,2020-12-05,Zaporizhia Oblast,Ukraine,34721
572,2020-12-05,Zhytomyr Oblast,Ukraine,31183
573,2020-12-05,Anguilla,United Kingdom,7
574,2020-12-05,Bermuda,United Kingdom,278
575,2020-12-05,British Virgin Islands,United Kingdom,72
576,2020-12-05,Cayman Islands,United Kingdom,288
577,2020-12-05,Channel Islands,United Kingdom,1526
578,2020-12-05,England,United Kingdom,1452137
579,2020-12-05,Falkland Islands (Malvinas),United Kingdom,17
580,2020-12-05,Gibraltar,United Kingdom,1042
581,2020-12-05,Isle of Man,United Kingdom,370
582,2020-12-05,Montserrat,United Kingdom,13
583,2020-12-05,Northern Ireland,United Kingdom,54177
584,2020-12-05,Scotland,United Kingdom,98686
585,2020-12-05,Turks and Caicos Islands,United Kingdom,755
586,2020-12-05,Unknown,United Kingdom,0
587,2020-12-05,Wales,United Kingdom,85432
588,2020-12-06,Australian Capital Territory,Australia,117
589,2020-12-06,New South Wales,Australia,4610
590,2020-12-06,Northern Territory,Australia,59
591,2020-12-06,Queensland,Australia,1212
592,2020-12-06,South Australia,Australia,562
593,2020-12-06,Tasmania,Australia,230
594,2020-12-06,Victoria,Australia,20345
595,2020-12-06,Western Australia,Australia,830
596,2020-12-06,Antwerp,Belgium,69720
597,2020-12-06,Brussels,Belgium,77458
598,2020-12-06,East Flanders,Belgium,55899
599,2020-12-06,Flemish Brabant,Belgium,45070
600,2020-12-06,Hainaut,Belgium,95030
601,2020-12-06,Liege,Belgium,92690
602,2020-12-06,Limburg,Belgium,25143
603,2020-12-06,Luxembourg,Belgium,16760
604,2020-12-06,Namur,Belgium,32877
605,2020-12-06,Unknown,Belgium,9724
606,2020-12-06,Walloon Brabant,Belgium,23519
607,2020-12-06,West Flanders,Belgium,46052
