,Date,State,Country,Recovered
314,2020-12-05,Yucatan,Mexico,0
315,2020-12-05,Zacatecas,Mexico,0
316,2020-12-05,Aruba,Netherlands,4746
317,2020-12-05,"Bonaire, Sint Eustatius and Saba",Netherlands,158
318,2020-12-05,Curacao,Netherlands,1292
319,2020-12-05,Drenthe,Netherlands,0
320,2020-12-05,Flevoland,Netherlands,0
321,2020-12-05,Friesland,Netherlands,0
322,2020-12-05,Gelderland,Netherlands,0
323,2020-12-05,Groningen,Netherlands,0
324,2020-12-05,Limburg,Netherlands,0
325,2020-12-05,Noord-Brabant,Netherlands,0
326,2020-12-05,Noord-Holland,Netherlands,0
327,2020-12-05,Overijssel,Netherlands,0
328,2020-12-05,Sint Maarten,Netherlands,1007
329,2020-12-05,Unknown,Netherlands,0
330,2020-12-05,Utrecht,Netherlands,0
331,2020-12-05,Zeeland,Netherlands,0
332,2020-12-05,Zuid-Holland,Netherlands,0
333,2020-12-05,Azad Jammu and Kashmir,Pakistan,5567
334,2020-12-05,Balochistan,Pakistan,16653
335,2020-12-05,Gilgit-Baltistan,Pakistan,4465
336,2020-12-05,Islamabad,Pakistan,25784
337,2020-12-05,Khyber Pakhtunkhwa,Pakistan,43839
338,2020-12-05,Punjab,Pakistan,99215
339,2020-12-05,Sindh,Pakistan,157006
340,2020-12-05,Amazonas,Peru,0
341,2020-12-05,Ancash,Peru,0
342,2020-12-05,Apurimac,Peru,0
343,2020-12-05,Arequipa,Peru,0
344,2020-12-05,Ayacucho,Peru,0
345,2020-12-05,Cajamarca,Peru,0
346,2020-12-05,Callao,Peru,0
347,2020-12-05,Cusco,Peru,0
348,2020-12-05,Huancavelica,Peru,0
349,2020-12-05,Huanuco,Peru,0
350,2020-12-05,Ica,Peru,0
351,2020-12-05,Junin,Peru,0
352,2020-12-05,La Libertad,Peru,0
353,2020-12-05,Lambayeque,Peru,0
354,2020-12-05,Lima,Peru,0
355,2020-12-05,Loreto,Peru,0
356,2020-12-05,Madre de Dios,Peru,0
357,2020-12-05,Moquegua,Peru,0
358,2020-12-05,Pasco,Peru,0
359,2020-12-05,Piura,Peru,0
360,2020-12-05,Puno,Peru,0
361,2020-12-05,San Martin,Peru,0
362,2020-12-05,Tacna,Peru,0
363,2020-12-05,Tumbes,Peru,0
364,2020-12-05,Ucayali,Peru,0
365,2020-12-05,Unknown,Peru,903958
366,2020-12-05,Adygea Republic,Russia,6787
367,2020-12-05,Altai Krai,Russia,24755
368,2020-12-05,Altai Republic,Russia,10544
369,2020-12-05,Amur Oblast,Russia,9656
370,2020-12-05,Arkhangelsk Oblast,Russia,22519
371,2020-12-05,Astrakhan Oblast,Russia,10128
372,2020-12-05,Bashkortostan Republic,Russia,12287
373,2020-12-05,Belgorod Oblast,Russia,15175
374,2020-12-05,Bryansk Oblast,Russia,15440
375,2020-12-05,Buryatia Republic,Russia,17751
376,2020-12-05,Chechen Republic,Russia,2687
377,2020-12-05,Chelyabinsk Oblast,Russia,22424
378,2020-12-05,Chukotka Autonomous Okrug,Russia,362
379,2020-12-05,Chuvashia Republic,Russia,12259
380,2020-12-05,Dagestan Republic,Russia,17426
381,2020-12-05,Ingushetia Republic,Russia,8307
382,2020-12-05,Irkutsk Oblast,Russia,29455
383,2020-12-05,Ivanovo Oblast,Russia,11977
384,2020-12-05,Jewish Autonomous Okrug,Russia,2096
385,2020-12-05,Kabardino-Balkarian Republic,Russia,10536
386,2020-12-05,Kaliningrad Oblast,Russia,9144
387,2020-12-05,Kalmykia Republic,Russia,9984
388,2020-12-05,Kaluga Oblast,Russia,15032
389,2020-12-05,Kamchatka Krai,Russia,6244
390,2020-12-05,Karachay-Cherkess Republic,Russia,9953
391,2020-12-05,Karelia Republic,Russia,10262
392,2020-12-05,Kemerovo Oblast,Russia,17999
393,2020-12-05,Khabarovsk Krai,Russia,19231
394,2020-12-05,Khakassia Republic,Russia,9360
395,2020-12-05,Khanty-Mansi Autonomous Okrug,Russia,30306
396,2020-12-05,Kirov Oblast,Russia,11736
397,2020-12-05,Komi Republic,Russia,18266
398,2020-12-05,Kostroma Oblast,Russia,8642
399,2020-12-05,Krasnodar Krai,Russia,15504
400,2020-12-05,Krasnoyarsk Krai,Russia,30027
401,2020-12-05,Kurgan Oblast,Russia,7977
402,2020-12-05,Kursk Oblast,Russia,14102
403,2020-12-05,Leningrad Oblast,Russia,13329
404,2020-12-05,Lipetsk Oblast,Russia,9492
405,2020-12-05,Magadan Oblast,Russia,5335
406,2020-12-05,Mari El Republic,Russia,6904
407,2020-12-05,Mordovia Republic,Russia,9055
408,2020-12-05,Moscow,Russia,478724
409,2020-12-05,Moscow Oblast,Russia,82704
410,2020-12-05,Murmansk Oblast,Russia,25207
411,2020-12-05,Nenets Autonomous Okrug,Russia,610
412,2020-12-05,Nizhny Novgorod Oblast,Russia,50826
413,2020-12-05,North Ossetia - Alania Republic,Russia,8092
414,2020-12-05,Novgorod Oblast,Russia,8481
415,2020-12-05,Novosibirsk Oblast,Russia,19102
416,2020-12-05,Omsk Oblast,Russia,21122
417,2020-12-05,Orel Oblast,Russia,14535
418,2020-12-05,Orenburg Oblast,Russia,20599
419,2020-12-05,Penza Oblast,Russia,17814
420,2020-12-05,Perm Krai,Russia,15576
421,2020-12-05,Primorsky Krai,Russia,16147
422,2020-12-05,Pskov Oblast,Russia,7062
423,2020-12-05,Rostov Oblast,Russia,33493
424,2020-12-05,Ryazan Oblast,Russia,12775
425,2020-12-05,Saint Petersburg,Russia,80441
426,2020-12-05,Sakha (Yakutiya) Republic,Russia,16527
427,2020-12-05,Sakhalin Oblast,Russia,8818
428,2020-12-05,Samara Oblast,Russia,21047
429,2020-12-05,Saratov Oblast,Russia,23917
430,2020-12-05,Smolensk Oblast,Russia,9339
431,2020-12-05,Stavropol Krai,Russia,25265
432,2020-12-05,Sverdlovsk Oblast,Russia,40069
433,2020-12-05,Tambov Oblast,Russia,12662
434,2020-12-05,Tatarstan Republic,Russia,9360
435,2020-12-05,Tomsk Oblast,Russia,14407
436,2020-12-05,Tula Oblast,Russia,15236
437,2020-12-05,Tver Oblast,Russia,10976
438,2020-12-05,Tyumen Oblast,Russia,15879
439,2020-12-05,Tyva Republic,Russia,11698
440,2020-12-05,Udmurt Republic,Russia,11400
441,2020-12-05,Ulyanovsk Oblast,Russia,25069
442,2020-12-05,Vladimir Oblast,Russia,12186
443,2020-12-05,Volgograd Oblast,Russia,26687
444,2020-12-05,Vologda Oblast,Russia,10824
445,2020-12-05,Voronezh Oblast,Russia,33627
446,2020-12-05,Yamalo-Nenets Autonomous Okrug,Russia,18676
447,2020-12-05,Yaroslavl Oblast,Russia,16192
448,2020-12-05,Zabaykalsky Krai,Russia,18588
449,2020-12-05,Andalusia,Spain,10671
450,2020-12-05,Aragon,Spain,3772
451,2020-12-05,Asturias,Spain,1063
452,2020-12-05,Baleares,Spain,1533
453,2020-12-05,C. Valenciana,Spain,9970
454,2020-12-05,Canarias,Spain,1537
455,2020-12-05,Cantabria,Spain,2287
456,2020-12-05,Castilla - La Mancha,Spain,6392
457,2020-12-05,Castilla y Leon,Spain,8716
458,2020-12-05,Catalonia,Spain,26203
459,2020-12-05,Ceuta,Spain,163
460,2020-12-05,Extremadura,Spain,2652
461,2020-12-05,Galicia,Spain,9204
462,2020-12-05,La Rioja,Spain,3107
463,2020-12-05,Madrid,Spain,40736
464,2020-12-05,Melilla,Spain,125
465,2020-12-05,Murcia,Spain,2180
466,2020-12-05,Navarra,Spain,3905
467,2020-12-05,Pais Vasco,Spain,16160
468,2020-12-05,Unknown,Spain,0
469,2020-12-05,Blekinge,Sweden,0
470,2020-12-05,Dalarna,Sweden,0
471,2020-12-05,Gavleborg,Sweden,0
472,2020-12-05,Gotland,Sweden,0
473,2020-12-05,Halland,Sweden,0
474,2020-12-05,Jamtland Harjedalen,Sweden,0
475,2020-12-05,Jonkoping,Sweden,0
476,2020-12-05,Kalmar,Sweden,0
477,2020-12-05,Kronoberg,Sweden,0
478,2020-12-05,Norrbotten,Sweden,0
479,2020-12-05,Orebro,Sweden,0
480,2020-12-05,Ostergotland,Sweden,0
481,2020-12-05,Skane,Sweden,0
482,2020-12-05,Sormland,Sweden,0
483,2020-12-05,Stockholm,Sweden,0
484,2020-12-05,Uppsala,Sweden,0
485,2020-12-05,Varmland,Sweden,0
486,2020-12-05,Vasterbotten,Sweden,0
487,2020-12-05,Vasternorrland,Sweden,0
488,2020-12-05,Vastmanland,Sweden,0
489,2020-12-05,Vastra Gotaland,Sweden,0
490,2020-12-05,Alabama,US,0
491,2020-12-05,Alaska,US,0
492,2020-12-05,Arizona,US,0
493,2020-12-05,Arkansas,US,0
494,2020-12-05,California,US,0
495,2020-12-05,Colorado,US,0
496,2020-12-05,Connecticut,US,0
497,2020-12-05,Delaware,US,0
498,2020-12-05,District of Columbia,US,0
499,2020-12-05,Florida,US,0
500,2020-12-05,Georgia,US,0
501,2020-12-05,Guam,US,0
502,2020-12-05,Hawaii,US,0
503,2020-12-05,Idaho,US,0
504,2020-12-05,Illinois,US,0
505,2020-12-05,Indiana,US,0
506,2020-12-05,Iowa,US,0
507,2020-12-05,Kansas,US,0
508,2020-12-05,Kentucky,US,0
509,2020-12-05,Louisiana,US,0
510,2020-12-05,Maine,US,0
511,2020-12-05,Maryland,US,0
512,2020-12-05,Massachusetts,US,0
513,2020-12-05,Michigan,US,0
514,2020-12-05,Minnesota,US,0
515,2020-12-05,Mississippi,US,0
516,2020-12-05,Missouri,US,0
517,2020-12-05,Montana,US,0
518,2020-12-05,Nebraska,US,0
519,2020-12-05,Nevada,US,0
520,2020-12-05,New Hampshire,US,0
521,2020-12-05,New Jersey,US,0
522,2020-12-05,New Mexico,US,0
523,2020-12-05,New York,US,0
524,2020-12-05,North Carolina,US,0
525,2020-12-05,North Dakota,US,0
526,2020-12-05,Northern Mariana Islands,US,0
527,2020-12-05,Ohio,US,0
528,2020-12-05,Oklahoma,US,0
529,2020-12-05,Oregon,US,0
530,2020-12-05,Pennsylvania,US,0
531,2020-12-05,Puerto Rico,US,0
532,2020-12-05,Recovered,US,5470389
533,2020-12-05,Rhode Island,US,0
534,2020-12-05,South Carolina,US,0
535,2020-12-05,South Dakota,US,0
536,2020-12-05,Tennessee,US,0
537,2020-12-05,Texas,US,0
538,2020-12-05,Utah,US,0
539,2020-12-05,Vermont,US,0
540,2020-12-05,Virgin Islands,US,0
541,2020-12-05,Virginia,US,0
542,2020-12-05,Washington,US,0
543,2020-12-05,West Virginia,US,0
544,2020-12-05,Wisconsin,US,0
545,2020-12-05,Wyoming,US,0
546,2020-12-05,Cherkasy Oblast,Ukraine,10424
547,2020-12-05,Chernihiv Oblast,Ukraine,6665
548,2020-12-05,Chernivtsi Oblast,Ukraine,16640
549,2020-12-05,Crimea Republic*,Ukraine,12374
550,2020-12-05,Dnipropetrovsk Oblast,Ukraine,24120
551,2020-12-05,Donetsk Oblast,Ukraine,15246
552,2020-12-05,Ivano-Frankivsk Oblast,Ukraine,14523
553,2020-12-05,Kharkiv Oblast,Ukraine,36601
554,2020-12-05,Kherson Oblast,Ukraine,5381
555,2020-12-05,Khmelnytskyi Oblast,Ukraine,19992
556,2020-12-05,Kiev,Ukraine,24585
557,2020-12-05,Kiev Oblast,Ukraine,14648
558,2020-12-05,Kirovohrad Oblast,Ukraine,2495
559,2020-12-05,Luhansk Oblast,Ukraine,4862
560,2020-12-05,Lviv Oblast,Ukraine,31946
561,2020-12-05,Mykolaiv Oblast,Ukraine,7862
562,2020-12-05,Odessa Oblast,Ukraine,13208
563,2020-12-05,Poltava Oblast,Ukraine,14476
564,2020-12-05,Rivne Oblast,Ukraine,25885
565,2020-12-05,Sevastopol*,Ukraine,4164
566,2020-12-05,Sumy Oblast,Ukraine,14331
567,2020-12-05,Ternopil Oblast,Ukraine,22974
568,2020-12-05,Vinnytsia Oblast,Ukraine,10319
569,2020-12-05,Volyn Oblast,Ukraine,18221
570,2020-12-05,Zakarpattia Oblast,Ukraine,15022
571,2020-12-05,Zaporizhia Oblast,Ukraine,5972
572,2020-12-05,Zhytomyr Oblast,Ukraine,21411
573,2020-12-05,Anguilla,United Kingdom,3
574,2020-12-05,Bermuda,United Kingdom,216
575,2020-12-05,British Virgin Islands,United Kingdom,71
576,2020-12-05,Cayman Islands,United Kingdom,257
577,2020-12-05,Channel Islands,United Kingdom,1012
578,2020-12-05,England,United Kingdom,0
579,2020-12-05,Falkland Islands (Malvinas),United Kingdom,15
580,2020-12-05,Gibraltar,United Kingdom,969
581,2020-12-05,Isle of Man,United Kingdom,344
582,2020-12-05,Montserrat,United Kingdom,12
583,2020-12-05,Northern Ireland,United Kingdom,0
584,2020-12-05,Scotland,United Kingdom,0
585,2020-12-05,Turks and Caicos Islands,United Kingdom,738
586,2020-12-05,Unknown,United Kingdom,0
587,2020-12-05,Wales,United Kingdom,0
588,2020-12-06,Australian Capital Territory,Australia,113
589,2020-12-06,New South Wales,Australia,3186
590,2020-12-06,Northern Territory,Australia,46
591,2020-12-06,Queensland,Australia,1191
592,2020-12-06,South Australia,Australia,553
593,2020-12-06,Tasmania,Australia,217
594,2020-12-06,Victoria,Australia,19525
595,2020-12-06,Western Australia,Australia,808
596,2020-12-06,Antwerp,Belgium,0
597,2020-12-06,Brussels,Belgium,0
598,2020-12-06,East Flanders,Belgium,0
599,2020-12-06,Flemish Brabant,Belgium,0
600,2020-12-06,Hainaut,Belgium,0
601,2020-12-06,Liege,Belgium,0
602,2020-12-06,Limburg,Belgium,0
603,2020-12-06,Luxembourg,Belgium,0
604,2020-12-06,Namur,Belgium,0
605,2020-12-06,Unknown,Belgium,0
606,2020-12-06,Walloon Brabant,Belgium,0
607,2020-12-06,West Flanders,Belgium,0
608,2020-12-06,Acre,Brazil,32215
609,2020-12-06,Alagoas,Brazil,92065
610,2020-12-06,Amapa,Brazil,47531
611,2020-12-06,Amazonas,Brazil,156395
612,2020-12-06,Bahia,Brazil,399262
613,2020-12-06,Ceara,Brazil,253736
614,2020-12-06,Distrito Federal,Brazil,221890
615,2020-12-06,Espirito Santo,Brazil,182520
