,Date,State,Country,Recovered
2719,2020-12-09,Altai Krai,Russia,25740
2720,2020-12-09,Altai Republic,Russia,11343
2721,2020-12-09,Amur Oblast,Russia,10838
2722,2020-12-09,Arkhangelsk Oblast,Russia,24206
2723,2020-12-09,Astrakhan Oblast,Russia,10570
2724,2020-12-09,Bashkortostan Republic,Russia,12540
2725,2020-12-09,Belgorod Oblast,Russia,15563
2726,2020-12-09,Bryansk Oblast,Russia,16293
2727,2020-12-09,Buryatia Republic,Russia,18648
2728,2020-12-09,Chechen Republic,Russia,2814
2729,2020-12-09,Chelyabinsk Oblast,Russia,22560
2730,2020-12-09,Chukotka Autonomous Okrug,Russia,368
2731,2020-12-09,Chuvashia Republic,Russia,12379
2732,2020-12-09,Dagestan Republic,Russia,17696
2733,2020-12-09,Ingushetia Republic,Russia,8608
2734,2020-12-09,Irkutsk Oblast,Russia,30176
2735,2020-12-09,Ivanovo Oblast,Russia,12355
2736,2020-12-09,Jewish Autonomous Okrug,Russia,2153
2737,2020-12-09,Kabardino-Balkarian Republic,Russia,11032
2738,2020-12-09,Kaliningrad Oblast,Russia,9713
2739,2020-12-09,Kalmykia Republic,Russia,10272
2740,2020-12-09,Kaluga Oblast,Russia,16018
2741,2020-12-09,Kamchatka Krai,Russia,7107
2742,2020-12-09,Karachay-Cherkess Republic,Russia,11038
2743,2020-12-09,Karelia Republic,Russia,11622
2744,2020-12-09,Kemerovo Oblast,Russia,18782
2745,2020-12-09,Khabarovsk Krai,Russia,21002
2746,2020-12-09,Khakassia Republic,Russia,9847
2747,2020-12-09,Khanty-Mansi Autonomous Okrug,Russia,31549
2748,2020-12-09,Kirov Oblast,Russia,12891
2749,2020-12-09,Komi Republic,Russia,19832
2750,2020-12-09,Kostroma Oblast,Russia,8960
2751,2020-12-09,Krasnodar Krai,Russia,15887
2752,2020-12-09,Krasnoyarsk Krai,Russia,31405
2753,2020-12-09,Kurgan Oblast,Russia,8307
2754,2020-12-09,Kursk Oblast,Russia,14763
2755,2020-12-09,Leningrad Oblast,Russia,14255
2756,2020-12-09,Lipetsk Oblast,Russia,9704
2757,2020-12-09,Magadan Oblast,Russia,5532
2758,2020-12-09,Mari El Republic,Russia,7067
2759,2020-12-09,Mordovia Republic,Russia,9298
2760,2020-12-09,Moscow,Russia,501403
2761,2020-12-09,Moscow Oblast,Russia,85841
2762,2020-12-09,Murmansk Oblast,Russia,26586
2763,2020-12-09,Nenets Autonomous Okrug,Russia,673
2764,2020-12-09,Nizhny Novgorod Oblast,Russia,52112
2765,2020-12-09,North Ossetia - Alania Republic,Russia,8327
2766,2020-12-09,Novgorod Oblast,Russia,9414
2767,2020-12-09,Novosibirsk Oblast,Russia,19699
2768,2020-12-09,Omsk Oblast,Russia,22067
2769,2020-12-09,Orel Oblast,Russia,15136
2770,2020-12-09,Orenburg Oblast,Russia,21340
2771,2020-12-09,Penza Oblast,Russia,18229
2772,2020-12-09,Perm Krai,Russia,17027
2773,2020-12-09,Primorsky Krai,Russia,16598
2774,2020-12-09,Pskov Oblast,Russia,7489
2775,2020-12-09,Rostov Oblast,Russia,34616
2776,2020-12-09,Ryazan Oblast,Russia,13455
2777,2020-12-09,Saint Petersburg,Russia,87969
2778,2020-12-09,Sakha (Yakutiya) Republic,Russia,18563
2779,2020-12-09,Sakhalin Oblast,Russia,9365
2780,2020-12-09,Samara Oblast,Russia,22229
2781,2020-12-09,Saratov Oblast,Russia,24665
2782,2020-12-09,Smolensk Oblast,Russia,9698
2783,2020-12-09,Stavropol Krai,Russia,26112
2784,2020-12-09,Sverdlovsk Oblast,Russia,41644
2785,2020-12-09,Tambov Oblast,Russia,13077
2786,2020-12-09,Tatarstan Republic,Russia,9642
2787,2020-12-09,Tomsk Oblast,Russia,15269
2788,2020-12-09,Tula Oblast,Russia,15940
2789,2020-12-09,Tver Oblast,Russia,11455
2790,2020-12-09,Tyumen Oblast,Russia,17444
2791,2020-12-09,Tyva Republic,Russia,12026
2792,2020-12-09,Udmurt Republic,Russia,11881
2793,2020-12-09,Ulyanovsk Oblast,Russia,26391
2794,2020-12-09,Vladimir Oblast,Russia,12772
2795,2020-12-09,Volgograd Oblast,Russia,27739
2796,2020-12-09,Vologda Oblast,Russia,11368
2797,2020-12-09,Voronezh Oblast,Russia,35252
2798,2020-12-09,Yamalo-Nenets Autonomous Okrug,Russia,19575
2799,2020-12-09,Yaroslavl Oblast,Russia,16804
2800,2020-12-09,Zabaykalsky Krai,Russia,19204
2801,2020-12-09,Andalusia,Spain,10671
2802,2020-12-09,Aragon,Spain,3772
2803,2020-12-09,Asturias,Spain,1063
2804,2020-12-09,Baleares,Spain,1533
2805,2020-12-09,C. Valenciana,Spain,9970
2806,2020-12-09,Canarias,Spain,1537
2807,2020-12-09,Cantabria,Spain,2287
2808,2020-12-09,Castilla - La Mancha,Spain,6392
2809,2020-12-09,Castilla y Leon,Spain,8716
2810,2020-12-09,Catalonia,Spain,26203
2811,2020-12-09,Ceuta,Spain,163
2812,2020-12-09,Extremadura,Spain,2652
2813,2020-12-09,Galicia,Spain,9204
2814,2020-12-09,La Rioja,Spain,3107
2815,2020-12-09,Madrid,Spain,40736
2816,2020-12-09,Melilla,Spain,125
2817,2020-12-09,Murcia,Spain,2180
2818,2020-12-09,Navarra,Spain,3905
2819,2020-12-09,Pais Vasco,Spain,16160
2820,2020-12-09,Unknown,Spain,0
2821,2020-12-09,Blekinge,Sweden,0
2822,2020-12-09,Dalarna,Sweden,0
2823,2020-12-09,Gavleborg,Sweden,0
2824,2020-12-09,Gotland,Sweden,0
2825,2020-12-09,Halland,Sweden,0
2826,2020-12-09,Jamtland Harjedalen,Sweden,0
2827,2020-12-09,Jonkoping,Sweden,0
2828,2020-12-09,Kalmar,Sweden,0
2829,2020-12-09,Kronoberg,Sweden,0
2830,2020-12-09,Norrbotten,Sweden,0
2831,2020-12-09,Orebro,Sweden,0
2832,2020-12-09,Ostergotland,Sweden,0
2833,2020-12-09,Skane,Sweden,0
2834,2020-12-09,Sormland,Sweden,0
2835,2020-12-09,Stockholm,Sweden,0
2836,2020-12-09,Uppsala,Sweden,0
2837,2020-12-09,Varmland,Sweden,0
2838,2020-12-09,Vasterbotten,Sweden,0
2839,2020-12-09,Vasternorrland,Sweden,0
2840,2020-12-09,Vastmanland,Sweden,0
2841,2020-12-09,Vastra Gotaland,Sweden,0
2842,2020-12-09,Alabama,US,0
2843,2020-12-09,Alaska,US,0
2844,2020-12-09,Arizona,US,0
2845,2020-12-09,Arkansas,US,0
2846,2020-12-09,California,US,0
2847,2020-12-09,Colorado,US,0
2848,2020-12-09,Connecticut,US,0
2849,2020-12-09,Delaware,US,0
2850,2020-12-09,District of Columbia,US,0
2851,2020-12-09,Florida,US,0
2852,2020-12-09,Georgia,US,0
2853,2020-12-09,Guam,US,0
2854,2020-12-09,Hawaii,US,0
2855,2020-12-09,Idaho,US,0
2856,2020-12-09,Illinois,US,0
2857,2020-12-09,Indiana,US,0
2858,2020-12-09,Iowa,US,0
2859,2020-12-09,Kansas,US,0
2860,2020-12-09,Kentucky,US,0
2861,2020-12-09,Louisiana,US,0
2862,2020-12-09,Maine,US,0
2863,2020-12-09,Maryland,US,0
2864,2020-12-09,Massachusetts,US,0
2865,2020-12-09,Michigan,US,0
2866,2020-12-09,Minnesota,US,0
2867,2020-12-09,Mississippi,US,0
2868,2020-12-09,Missouri,US,0
2869,2020-12-09,Montana,US,0
2870,2020-12-09,Nebraska,US,0
2871,2020-12-09,Nevada,US,0
2872,2020-12-09,New Hampshire,US,0
2873,2020-12-09,New Jersey,US,0
2874,2020-12-09,New Mexico,US,0
2875,2020-12-09,New York,US,0
2876,2020-12-09,North Carolina,US,0
2877,2020-12-09,North Dakota,US,0
2878,2020-12-09,Northern Mariana Islands,US,0
2879,2020-12-09,Ohio,US,0
2880,2020-12-09,Oklahoma,US,0
2881,2020-12-09,Oregon,US,0
2882,2020-12-09,Pennsylvania,US,0
2883,2020-12-09,Puerto Rico,US,0
2884,2020-12-09,Recovered,US,5786915
2885,2020-12-09,Rhode Island,US,0
2886,2020-12-09,South Carolina,US,0
2887,2020-12-09,South Dakota,US,0
2888,2020-12-09,Tennessee,US,0
2889,2020-12-09,Texas,US,0
2890,2020-12-09,Utah,US,0
2891,2020-12-09,Vermont,US,0
2892,2020-12-09,Virgin Islands,US,0
2893,2020-12-09,Virginia,US,0
2894,2020-12-09,Washington,US,0
2895,2020-12-09,West Virginia,US,0
2896,2020-12-09,Wisconsin,US,0
2897,2020-12-09,Wyoming,US,0
2898,2020-12-09,Cherkasy Oblast,Ukraine,11524
2899,2020-12-09,Chernihiv Oblast,Ukraine,6665
2900,2020-12-09,Chernivtsi Oblast,Ukraine,18304
2901,2020-12-09,Crimea Republic*,Ukraine,13185
2902,2020-12-09,Dnipropetrovsk Oblast,Ukraine,28797
2903,2020-12-09,Donetsk Oblast,Ukraine,16272
2904,2020-12-09,Ivano-Frankivsk Oblast,Ukraine,15120
2905,2020-12-09,Kharkiv Oblast,Ukraine,40350
2906,2020-12-09,Kherson Oblast,Ukraine,6004
2907,2020-12-09,Khmelnytskyi Oblast,Ukraine,22437
2908,2020-12-09,Kiev,Ukraine,25767
2909,2020-12-09,Kiev Oblast,Ukraine,16673
2910,2020-12-09,Kirovohrad Oblast,Ukraine,2626
2911,2020-12-09,Luhansk Oblast,Ukraine,5079
2912,2020-12-09,Lviv Oblast,Ukraine,33862
2913,2020-12-09,Mykolaiv Oblast,Ukraine,9604
2914,2020-12-09,Odessa Oblast,Ukraine,14959
2915,2020-12-09,Poltava Oblast,Ukraine,16428
2916,2020-12-09,Rivne Oblast,Ukraine,27361
2917,2020-12-09,Sevastopol*,Ukraine,4477
2918,2020-12-09,Sumy Oblast,Ukraine,18679
2919,2020-12-09,Ternopil Oblast,Ukraine,23971
2920,2020-12-09,Vinnytsia Oblast,Ukraine,10902
2921,2020-12-09,Volyn Oblast,Ukraine,19279
2922,2020-12-09,Zakarpattia Oblast,Ukraine,15885
2923,2020-12-09,Zaporizhia Oblast,Ukraine,7099
2924,2020-12-09,Zhytomyr Oblast,Ukraine,22917
2925,2020-12-09,Anguilla,United Kingdom,3
2926,2020-12-09,Bermuda,United Kingdom,223
2927,2020-12-09,British Virgin Islands,United Kingdom,71
2928,2020-12-09,Cayman Islands,United Kingdom,265
2929,2020-12-09,Channel Islands,United Kingdom,1088
2930,2020-12-09,England,United Kingdom,0
2931,2020-12-09,Falkland Islands (Malvinas),United Kingdom,15
2932,2020-12-09,Gibraltar,United Kingdom,1004
2933,2020-12-09,Isle of Man,United Kingdom,344
2934,2020-12-09,Montserrat,United Kingdom,12
2935,2020-12-09,Northern Ireland,United Kingdom,0
2936,2020-12-09,Scotland,United Kingdom,0
2937,2020-12-09,Turks and Caicos Islands,United Kingdom,740
2938,2020-12-09,Unknown,United Kingdom,0
2939,2020-12-09,Wales,United Kingdom,0
2940,2020-12-10,Australian Capital Territory,Australia,114
2941,2020-12-10,New South Wales,Australia,3191
2942,2020-12-10,Northern Territory,Australia,52
2943,2020-12-10,Queensland,Australia,1196
2944,2020-12-10,South Australia,Australia,558
2945,2020-12-10,Tasmania,Australia,217
2946,2020-12-10,Victoria,Australia,19525
2947,2020-12-10,Western Australia,Australia,811
2948,2020-12-10,Antwerp,Belgium,0
2949,2020-12-10,Brussels,Belgium,0
2950,2020-12-10,East Flanders,Belgium,0
2951,2020-12-10,Flemish Brabant,Belgium,0
2952,2020-12-10,Hainaut,Belgium,0
2953,2020-12-10,Liege,Belgium,0
2954,2020-12-10,Limburg,Belgium,0
2955,2020-12-10,Luxembourg,Belgium,0
2956,2020-12-10,Namur,Belgium,0
2957,2020-12-10,Unknown,Belgium,0
2958,2020-12-10,Walloon Brabant,Belgium,0
2959,2020-12-10,West Flanders,Belgium,0
2960,2020-12-10,Acre,Brazil,32339
2961,2020-12-10,Alagoas,Brazil,92826
2962,2020-12-10,Amapa,Brazil,48067
2963,2020-12-10,Amazonas,Brazil,157656
2964,2020-12-10,Bahia,Brazil,408837
2965,2020-12-10,Ceara,Brazil,256110
2966,2020-12-10,Distrito Federal,Brazil,224210
2967,2020-12-10,Espirito Santo,Brazil,186864
2968,2020-12-10,Goias,Brazil,277792
2969,2020-12-10,Maranhao,Brazil,187070
2970,2020-12-10,Mato Grosso,Brazil,155632
2971,2020-12-10,Mato Grosso do Sul,Brazil,92432
2972,2020-12-10,Minas Gerais,Brazil,402976
2973,2020-12-10,Para,Brazil,258418
2974,2020-12-10,Paraiba,Brazil,119956
2975,2020-12-10,Parana,Brazil,219176
2976,2020-12-10,Pernambuco,Brazil,169129
2977,2020-12-10,Piaui,Brazil,129595
2978,2020-12-10,Rio Grande do Norte,Brazil,48821
2979,2020-12-10,Rio Grande do Sul,Brazil,327381
2980,2020-12-10,Rio de Janeiro,Brazil,344192
2981,2020-12-10,Rondonia,Brazil,73326
2982,2020-12-10,Roraima,Brazil,61934
2983,2020-12-10,Santa Catarina,Brazil,372800
2984,2020-12-10,Sao Paulo,Brazil,1157066
2985,2020-12-10,Sergipe,Brazil,86060
2986,2020-12-10,Tocantins,Brazil,75453
2987,2020-12-10,Alberta,Canada,52636
2988,2020-12-10,British Columbia,Canada,28448
2989,2020-12-10,Diamond Princess,Canada,0
2990,2020-12-10,Grand Princess,Canada,13
2991,2020-12-10,Manitoba,Canada,13869
2992,2020-12-10,New Brunswick,Canada,461
2993,2020-12-10,Newfoundland and Labrador,Canada,329
2994,2020-12-10,Northwest Territories,Canada,15
2995,2020-12-10,Nova Scotia,Canada,1253
2996,2020-12-10,Nunavut,Canada,181
2997,2020-12-10,Ontario,Canada,118253
2998,2020-12-10,Prince Edward Island,Canada,70
2999,2020-12-10,Quebec,Canada,133692
3000,2020-12-10,Repatriated Travellers,Canada,13
3001,2020-12-10,Saskatchewan,Canada,6121
3002,2020-12-10,Yukon,Canada,47
3003,2020-12-10,Antofagasta,Chile,21678
3004,2020-12-10,Araucania,Chile,17859
3005,2020-12-10,Arica y Parinacota,Chile,10033
3006,2020-12-10,Atacama,Chile,8074
3007,2020-12-10,Aysen,Chile,1254
3008,2020-12-10,Biobio,Chile,36598
3009,2020-12-10,Coquimbo,Chile,12917
3010,2020-12-10,Los Lagos,Chile,20830
3011,2020-12-10,Los Rios,Chile,6222
3012,2020-12-10,Magallanes,Chile,14460
3013,2020-12-10,Maule,Chile,20725
3014,2020-12-10,Metropolitana,Chile,295227
3015,2020-12-10,Nuble,Chile,8743
3016,2020-12-10,OHiggins,Chile,19420
3017,2020-12-10,Tarapaca,Chile,13667
3018,2020-12-10,Unknown,Chile,45
3019,2020-12-10,Valparaiso,Chile,31419
3020,2020-12-10,Anhui,China,986
3021,2020-12-10,Beijing,China,939
3022,2020-12-10,Chongqing,China,583
3023,2020-12-10,Fujian,China,455
3024,2020-12-10,Gansu,China,180
3025,2020-12-10,Guangdong,China,1968
3026,2020-12-10,Guangxi,China,261
3027,2020-12-10,Guizhou,China,145
3028,2020-12-10,Hainan,China,165
3029,2020-12-10,Hebei,China,367
3030,2020-12-10,Heilongjiang,China,936
3031,2020-12-10,Henan,China,1266
3032,2020-12-10,Hong Kong,China,5783
3033,2020-12-10,Hubei,China,63635
3034,2020-12-10,Hunan,China,1016
3035,2020-12-10,Inner Mongolia,China,309
3036,2020-12-10,Jiangsu,China,675
3037,2020-12-10,Jiangxi,China,934
3038,2020-12-10,Jilin,China,155
3039,2020-12-10,Liaoning,China,287
3040,2020-12-10,Macau,China,46
3041,2020-12-10,Ningxia,China,75
3042,2020-12-10,Qinghai,China,18
3043,2020-12-10,Shaanxi,China,480
3044,2020-12-10,Shandong,China,841
3045,2020-12-10,Shanghai,China,1302
3046,2020-12-10,Shanxi,China,218
3047,2020-12-10,Sichuan,China,786
3048,2020-12-10,Tianjin,China,293
3049,2020-12-10,Tibet,China,1
3050,2020-12-10,Xinjiang,China,977
3051,2020-12-10,Yunnan,China,210
3052,2020-12-10,Zhejiang,China,1290
3053,2020-12-10,Amazonas,Colombia,3029
3054,2020-12-10,Antioquia,Colombia,209118
3055,2020-12-10,Arauca,Colombia,3974
3056,2020-12-10,Atlantico,Colombia,75961
3057,2020-12-10,Bolivar,Colombia,39285
3058,2020-12-10,Boyaca,Colombia,21654
3059,2020-12-10,Caldas,Colombia,25021
3060,2020-12-10,Capital District,Colombia,366092
3061,2020-12-10,Caqueta,Colombia,12553
3062,2020-12-10,Casanare,Colombia,6996
3063,2020-12-10,Cauca,Colombia,14981
3064,2020-12-10,Cesar,Colombia,28214
3065,2020-12-10,Choco,Colombia,4309
3066,2020-12-10,Cordoba,Colombia,25986
3067,2020-12-10,Cundinamarca,Colombia,51783
3068,2020-12-10,Guainia,Colombia,1186
3069,2020-12-10,Guaviare,Colombia,1819
3070,2020-12-10,Huila,Colombia,29635
3071,2020-12-10,La Guajira,Colombia,11651
3072,2020-12-10,Magdalena,Colombia,19599
3073,2020-12-10,Meta,Colombia,28222
3074,2020-12-10,Narino,Colombia,24404
3075,2020-12-10,Norte de Santander,Colombia,28721
3076,2020-12-10,Putumayo,Colombia,4692
3077,2020-12-10,Quindio,Colombia,17268
3078,2020-12-10,Risaralda,Colombia,23303
3079,2020-12-10,San Andres y Providencia,Colombia,2203
3080,2020-12-10,Santander,Colombia,51323
3081,2020-12-10,Sucre,Colombia,15705
3082,2020-12-10,Tolima,Colombia,30313
3083,2020-12-10,Unknown,Colombia,0
3084,2020-12-10,Valle del Cauca,Colombia,106538
3085,2020-12-10,Vaupes,Colombia,1104
3086,2020-12-10,Vichada,Colombia,955
3087,2020-12-10,Faroe Islands,Denmark,503
3088,2020-12-10,Greenland,Denmark,18
3089,2020-12-10,French Guiana,France,9995
3090,2020-12-10,French Polynesia,France,4842
3091,2020-12-10,Guadeloupe,France,2242
3092,2020-12-10,Martinique,France,98
3093,2020-12-10,Mayotte,France,2964
3094,2020-12-10,New Caledonia,France,32
3095,2020-12-10,Reunion,France,7729
3096,2020-12-10,Saint Barthelemy,France,127
3097,2020-12-10,Saint Pierre and Miquelon,France,14
3098,2020-12-10,St Martin,France,675
3099,2020-12-10,Baden-Wurttemberg,Germany,127469
3100,2020-12-10,Bayern,Germany,182397
3101,2020-12-10,Berlin,Germany,55369
3102,2020-12-10,Brandenburg,Germany,18710
3103,2020-12-10,Bremen,Germany,9513
3104,2020-12-10,Hamburg,Germany,20848
3105,2020-12-10,Hessen,Germany,73971
3106,2020-12-10,Mecklenburg-Vorpommern,Germany,5497
3107,2020-12-10,Niedersachsen,Germany,67551
3108,2020-12-10,Nordrhein-Westfalen,Germany,232816
3109,2020-12-10,Rheinland-Pfalz,Germany,35345
3110,2020-12-10,Saarland,Germany,12133
3111,2020-12-10,Sachsen,Germany,47800
3112,2020-12-10,Sachsen-Anhalt,Germany,10854
3113,2020-12-10,Schleswig-Holstein,Germany,13147
3114,2020-12-10,Thuringen,Germany,15852
3115,2020-12-10,Unknown,Germany,0
3116,2020-12-10,Andaman and Nicobar Islands,India,4647
3117,2020-12-10,Andhra Pradesh,India,861153
3118,2020-12-10,Arunachal Pradesh,India,15697
3119,2020-12-10,Assam,India,209625
3120,2020-12-10,Bihar,India,233298
3121,2020-12-10,Chandigarh,India,17128
3122,2020-12-10,Chhattisgarh,India,228304
3123,2020-12-10,Dadra and Nagar Haveli and Daman and Diu,India,3331
3124,2020-12-10,Delhi,India,569216
3125,2020-12-10,Goa,India,47056
3126,2020-12-10,Gujarat,India,204661
3127,2020-12-10,Haryana,India,233696
3128,2020-12-10,Himachal Pradesh,India,38690
3129,2020-12-10,Jammu and Kashmir,India,107624
3130,2020-12-10,Jharkhand,India,108100
3131,2020-12-10,Karnataka,India,861588
3132,2020-12-10,Kerala,India,586998
3133,2020-12-10,Ladakh,India,8104
3134,2020-12-10,Lakshadweep,India,0
3135,2020-12-10,Madhya Pradesh,India,201987
3136,2020-12-10,Maharashtra,India,1742131
3137,2020-12-10,Manipur,India,23301
3138,2020-12-10,Meghalaya,India,11855
3139,2020-12-10,Mizoram,India,3784
3140,2020-12-10,Nagaland,India,10849
3141,2020-12-10,Odisha,India,317412
3142,2020-12-10,Puducherry,India,36354
3143,2020-12-10,Punjab,India,145623
3144,2020-12-10,Rajasthan,India,263350
3145,2020-12-10,Sikkim,India,4754
3146,2020-12-10,Tamil Nadu,India,771693
3147,2020-12-10,Telangana,India,266925
3148,2020-12-10,Tripura,India,32204
3149,2020-12-10,Unknown,India,0
3150,2020-12-10,Uttar Pradesh,India,530854
3151,2020-12-10,Uttarakhand,India,72880
3152,2020-12-10,West Bengal,India,478434
3153,2020-12-10,Abruzzo,Italy,13650
3154,2020-12-10,Basilicata,Italy,2673
3155,2020-12-10,Calabria,Italy,8513
3156,2020-12-10,Campania,Italy,69473
3157,2020-12-10,Emilia-Romagna,Italy,66191
3158,2020-12-10,Friuli Venezia Giulia,Italy,21040
3159,2020-12-10,Lazio,Italy,37873
3160,2020-12-10,Liguria,Italy,42526
3161,2020-12-10,Lombardia,Italy,320380
3162,2020-12-10,Marche,Italy,18179
3163,2020-12-10,Molise,Italy,2713
3164,2020-12-10,P.A. Bolzano,Italy,14299
3165,2020-12-10,P.A. Trento,Italy,14348
3166,2020-12-10,Piemonte,Italy,110261
3167,2020-12-10,Puglia,Italy,17325
3168,2020-12-10,Sardegna,Italy,9467
3169,2020-12-10,Sicilia,Italy,33798
3170,2020-12-10,Toscana,Italy,82361
3171,2020-12-10,Umbria,Italy,19291
3172,2020-12-10,Valle d'Aosta,Italy,5584
3173,2020-12-10,Veneto,Italy,87950
3174,2020-12-10,Aichi,Japan,9414
3175,2020-12-10,Akita,Japan,87
3176,2020-12-10,Aomori,Japan,286
3177,2020-12-10,Chiba,Japan,6724
3178,2020-12-10,Ehime,Japan,259
3179,2020-12-10,Fukui,Japan,298
3180,2020-12-10,Fukuoka,Japan,5598
3181,2020-12-10,Fukushima,Japan,477
3182,2020-12-10,Gifu,Japan,1017
3183,2020-12-10,Gunma,Japan,1129
3184,2020-12-10,Hiroshima,Japan,820
3185,2020-12-10,Hokkaido,Japan,7640
3186,2020-12-10,Hyogo,Japan,5623
3187,2020-12-10,Ibaraki,Japan,1484
3188,2020-12-10,Ishikawa,Japan,798
3189,2020-12-10,Iwate,Japan,161
3190,2020-12-10,Kagawa,Japan,129
3191,2020-12-10,Kagoshima,Japan,619
3192,2020-12-10,Kanagawa,Japan,12207
3193,2020-12-10,Kochi,Japan,156
3194,2020-12-10,Kumamoto,Japan,986
3195,2020-12-10,Kyoto,Japan,2561
3196,2020-12-10,Mie,Japan,779
3197,2020-12-10,Miyagi,Japan,1158
3198,2020-12-10,Miyazaki,Japan,474
3199,2020-12-10,Nagano,Japan,695
3200,2020-12-10,Nagasaki,Japan,264
3201,2020-12-10,Nara,Japan,1078
3202,2020-12-10,Niigata,Japan,284
3203,2020-12-10,Oita,Japan,271
3204,2020-12-10,Okayama,Japan,468
3205,2020-12-10,Okinawa,Japan,4164
3206,2020-12-10,Osaka,Japan,18413
3207,2020-12-10,Port Quarantine,Japan,1483
3208,2020-12-10,Saga,Japan,305
3209,2020-12-10,Saitama,Japan,7825
3210,2020-12-10,Shiga,Japan,759
3211,2020-12-10,Shimane,Japan,146
3212,2020-12-10,Shizuoka,Japan,1353
3213,2020-12-10,Tochigi,Japan,599
3214,2020-12-10,Tokushima,Japan,170
3215,2020-12-10,Tokyo,Japan,39558
3216,2020-12-10,Tottori,Japan,56
3217,2020-12-10,Toyama,Japan,430
3218,2020-12-10,Unknown,Japan,8
3219,2020-12-10,Wakayama,Japan,433
3220,2020-12-10,Yamagata,Japan,129
3221,2020-12-10,Yamaguchi,Japan,360
3222,2020-12-10,Yamanashi,Japan,331
3223,2020-12-10,Aguascalientes,Mexico,0
3224,2020-12-10,Baja California,Mexico,0
3225,2020-12-10,Baja California Sur,Mexico,0
3226,2020-12-10,Campeche,Mexico,0
3227,2020-12-10,Chiapas,Mexico,0
3228,2020-12-10,Chihuahua,Mexico,0
3229,2020-12-10,Ciudad de Mexico,Mexico,0
3230,2020-12-10,Coahuila,Mexico,0
3231,2020-12-10,Colima,Mexico,0
3232,2020-12-10,Durango,Mexico,0
3233,2020-12-10,Guanajuato,Mexico,0
3234,2020-12-10,Guerrero,Mexico,0
3235,2020-12-10,Hidalgo,Mexico,0
3236,2020-12-10,Jalisco,Mexico,0
3237,2020-12-10,Mexico,Mexico,0
3238,2020-12-10,Michoacan,Mexico,0
3239,2020-12-10,Morelos,Mexico,0
3240,2020-12-10,Nayarit,Mexico,0
3241,2020-12-10,Nuevo Leon,Mexico,0
3242,2020-12-10,Oaxaca,Mexico,0
3243,2020-12-10,Puebla,Mexico,0
3244,2020-12-10,Queretaro,Mexico,0
3245,2020-12-10,Quintana Roo,Mexico,0
3246,2020-12-10,San Luis Potosi,Mexico,0
3247,2020-12-10,Sinaloa,Mexico,0
3248,2020-12-10,Sonora,Mexico,0
3249,2020-12-10,Tabasco,Mexico,0
3250,2020-12-10,Tamaulipas,Mexico,0
3251,2020-12-10,Tlaxcala,Mexico,0
3252,2020-12-10,Unknown,Mexico,889168
3253,2020-12-10,Veracruz,Mexico,0
3254,2020-12-10,Yucatan,Mexico,0
3255,2020-12-10,Zacatecas,Mexico,0
3256,2020-12-10,Aruba,Netherlands,4856
3257,2020-12-10,"Bonaire, Sint Eustatius and Saba",Netherlands,160
3258,2020-12-10,Curacao,Netherlands,1488
3259,2020-12-10,Drenthe,Netherlands,0
3260,2020-12-10,Flevoland,Netherlands,0
3261,2020-12-10,Friesland,Netherlands,0
3262,2020-12-10,Gelderland,Netherlands,0
3263,2020-12-10,Groningen,Netherlands,0
3264,2020-12-10,Limburg,Netherlands,0
3265,2020-12-10,Noord-Brabant,Netherlands,0
3266,2020-12-10,Noord-Holland,Netherlands,0
3267,2020-12-10,Overijssel,Netherlands,0
3268,2020-12-10,Sint Maarten,Netherlands,1047
3269,2020-12-10,Unknown,Netherlands,0
3270,2020-12-10,Utrecht,Netherlands,0
3271,2020-12-10,Zeeland,Netherlands,0
3272,2020-12-10,Zuid-Holland,Netherlands,0
3273,2020-12-10,Azad Jammu and Kashmir,Pakistan,5912
3274,2020-12-10,Balochistan,Pakistan,16910
3275,2020-12-10,Gilgit-Baltistan,Pakistan,4511
3276,2020-12-10,Islamabad,Pakistan,27003
3277,2020-12-10,Khyber Pakhtunkhwa,Pakistan,44633
3278,2020-12-10,Punjab,Pakistan,111840
3279,2020-12-10,Sindh,Pakistan,163492
3280,2020-12-10,Amazonas,Peru,0
3281,2020-12-10,Ancash,Peru,0
3282,2020-12-10,Apurimac,Peru,0
3283,2020-12-10,Arequipa,Peru,0
3284,2020-12-10,Ayacucho,Peru,0
3285,2020-12-10,Cajamarca,Peru,0
3286,2020-12-10,Callao,Peru,0
3287,2020-12-10,Cusco,Peru,0
3288,2020-12-10,Huancavelica,Peru,0
3289,2020-12-10,Huanuco,Peru,0
3290,2020-12-10,Ica,Peru,0
3291,2020-12-10,Junin,Peru,0
3292,2020-12-10,La Libertad,Peru,0
3293,2020-12-10,Lambayeque,Peru,0
3294,2020-12-10,Lima,Peru,0
3295,2020-12-10,Loreto,Peru,0
3296,2020-12-10,Madre de Dios,Peru,0
3297,2020-12-10,Moquegua,Peru,0
3298,2020-12-10,Pasco,Peru,0
3299,2020-12-10,Piura,Peru,0
3300,2020-12-10,Puno,Peru,0
3301,2020-12-10,San Martin,Peru,0
3302,2020-12-10,Tacna,Peru,0
3303,2020-12-10,Tumbes,Peru,0
3304,2020-12-10,Ucayali,Peru,0
3305,2020-12-10,Unknown,Peru,911113
3306,2020-12-10,Adygea Republic,Russia,7115
3307,2020-12-10,Altai Krai,Russia,26056
3308,2020-12-10,Altai Republic,Russia,11601
