,Date,State,Country,Deaths
348,2020-12-05,Huancavelica,Peru,133
349,2020-12-05,Huanuco,Peru,453
350,2020-12-05,Ica,Peru,1729
351,2020-12-05,Junin,Peru,907
352,2020-12-05,La Libertad,Peru,2378
353,2020-12-05,Lambayeque,Peru,1857
354,2020-12-05,Lima,Peru,16176
355,2020-12-05,Loreto,Peru,989
356,2020-12-05,Madre de Dios,Peru,151
357,2020-12-05,Moquegua,Peru,288
358,2020-12-05,Pasco,Peru,126
359,2020-12-05,Piura,Peru,2114
360,2020-12-05,Puno,Peru,373
361,2020-12-05,San Martin,Peru,771
362,2020-12-05,Tacna,Peru,255
363,2020-12-05,Tumbes,Peru,333
364,2020-12-05,Ucayali,Peru,371
365,2020-12-05,Unknown,Peru,0
366,2020-12-05,Adygea Republic,Russia,67
367,2020-12-05,Altai Krai,Russia,606
368,2020-12-05,Altai Republic,Russia,34
369,2020-12-05,Amur Oblast,Russia,98
370,2020-12-05,Arkhangelsk Oblast,Russia,351
371,2020-12-05,Astrakhan Oblast,Russia,269
372,2020-12-05,Bashkortostan Republic,Russia,87
373,2020-12-05,Belgorod Oblast,Russia,90
374,2020-12-05,Bryansk Oblast,Russia,139
375,2020-12-05,Buryatia Republic,Russia,455
376,2020-12-05,Chechen Republic,Russia,74
377,2020-12-05,Chelyabinsk Oblast,Russia,321
378,2020-12-05,Chukotka Autonomous Okrug,Russia,4
379,2020-12-05,Chuvashia Republic,Russia,306
380,2020-12-05,Dagestan Republic,Russia,987
381,2020-12-05,Ingushetia Republic,Russia,115
382,2020-12-05,Irkutsk Oblast,Russia,844
383,2020-12-05,Ivanovo Oblast,Russia,267
384,2020-12-05,Jewish Autonomous Okrug,Russia,51
385,2020-12-05,Kabardino-Balkarian Republic,Russia,224
386,2020-12-05,Kaliningrad Oblast,Russia,120
387,2020-12-05,Kalmykia Republic,Russia,153
388,2020-12-05,Kaluga Oblast,Russia,118
389,2020-12-05,Kamchatka Krai,Russia,79
390,2020-12-05,Karachay-Cherkess Republic,Russia,35
391,2020-12-05,Karelia Republic,Russia,110
392,2020-12-05,Kemerovo Oblast,Russia,391
393,2020-12-05,Khabarovsk Krai,Russia,164
394,2020-12-05,Khakassia Republic,Russia,144
395,2020-12-05,Khanty-Mansi Autonomous Okrug,Russia,429
396,2020-12-05,Kirov Oblast,Russia,200
397,2020-12-05,Komi Republic,Russia,388
398,2020-12-05,Kostroma Oblast,Russia,192
399,2020-12-05,Krasnodar Krai,Russia,627
400,2020-12-05,Krasnoyarsk Krai,Russia,1211
401,2020-12-05,Kurgan Oblast,Russia,119
402,2020-12-05,Kursk Oblast,Russia,214
403,2020-12-05,Leningrad Oblast,Russia,153
404,2020-12-05,Lipetsk Oblast,Russia,128
405,2020-12-05,Magadan Oblast,Russia,56
406,2020-12-05,Mari El Republic,Russia,98
407,2020-12-05,Mordovia Republic,Russia,65
408,2020-12-05,Moscow,Russia,9203
409,2020-12-05,Moscow Oblast,Russia,2193
410,2020-12-05,Murmansk Oblast,Russia,498
411,2020-12-05,Nenets Autonomous Okrug,Russia,0
412,2020-12-05,Nizhny Novgorod Oblast,Russia,1231
413,2020-12-05,North Ossetia - Alania Republic,Russia,77
414,2020-12-05,Novgorod Oblast,Russia,89
415,2020-12-05,Novosibirsk Oblast,Russia,771
416,2020-12-05,Omsk Oblast,Russia,666
417,2020-12-05,Orel Oblast,Russia,208
418,2020-12-05,Orenburg Oblast,Russia,236
419,2020-12-05,Penza Oblast,Russia,251
420,2020-12-05,Perm Krai,Russia,688
421,2020-12-05,Primorsky Krai,Russia,251
422,2020-12-05,Pskov Oblast,Russia,76
423,2020-12-05,Rostov Oblast,Russia,1429
424,2020-12-05,Ryazan Oblast,Russia,96
425,2020-12-05,Saint Petersburg,Russia,5725
426,2020-12-05,Sakha (Yakutiya) Republic,Russia,310
427,2020-12-05,Sakhalin Oblast,Russia,8
428,2020-12-05,Samara Oblast,Russia,439
429,2020-12-05,Saratov Oblast,Russia,262
430,2020-12-05,Smolensk Oblast,Russia,284
431,2020-12-05,Stavropol Krai,Russia,577
432,2020-12-05,Sverdlovsk Oblast,Russia,1076
433,2020-12-05,Tambov Oblast,Russia,117
434,2020-12-05,Tatarstan Republic,Russia,144
435,2020-12-05,Tomsk Oblast,Russia,174
436,2020-12-05,Tula Oblast,Russia,502
437,2020-12-05,Tver Oblast,Russia,395
438,2020-12-05,Tyumen Oblast,Russia,140
439,2020-12-05,Tyva Republic,Russia,138
440,2020-12-05,Udmurt Republic,Russia,294
441,2020-12-05,Ulyanovsk Oblast,Russia,375
442,2020-12-05,Vladimir Oblast,Russia,338
443,2020-12-05,Volgograd Oblast,Russia,325
444,2020-12-05,Vologda Oblast,Russia,200
445,2020-12-05,Voronezh Oblast,Russia,658
446,2020-12-05,Yamalo-Nenets Autonomous Okrug,Russia,270
447,2020-12-05,Yaroslavl Oblast,Russia,94
448,2020-12-05,Zabaykalsky Krai,Russia,339
449,2020-12-05,Andalusia,Spain,4296
450,2020-12-05,Aragon,Spain,2360
451,2020-12-05,Asturias,Spain,1073
452,2020-12-05,Baleares,Spain,425
453,2020-12-05,C. Valenciana,Spain,2444
454,2020-12-05,Canarias,Spain,346
455,2020-12-05,Cantabria,Spain,324
456,2020-12-05,Castilla - La Mancha,Spain,3825
457,2020-12-05,Castilla y Leon,Spain,4647
458,2020-12-05,Catalonia,Spain,8126
459,2020-12-05,Ceuta,Spain,55
460,2020-12-05,Extremadura,Spain,971
461,2020-12-05,Galicia,Spain,1246
462,2020-12-05,La Rioja,Spain,561
463,2020-12-05,Madrid,Spain,11426
464,2020-12-05,Melilla,Spain,43
465,2020-12-05,Murcia,Spain,623
466,2020-12-05,Navarra,Spain,893
467,2020-12-05,Pais Vasco,Spain,2568
468,2020-12-05,Unknown,Spain,0
469,2020-12-05,Blekinge,Sweden,23
470,2020-12-05,Dalarna,Sweden,198
471,2020-12-05,Gavleborg,Sweden,204
472,2020-12-05,Gotland,Sweden,15
473,2020-12-05,Halland,Sweden,111
474,2020-12-05,Jamtland Harjedalen,Sweden,69
475,2020-12-05,Jonkoping,Sweden,241
476,2020-12-05,Kalmar,Sweden,80
477,2020-12-05,Kronoberg,Sweden,153
478,2020-12-05,Norrbotten,Sweden,107
479,2020-12-05,Orebro,Sweden,198
480,2020-12-05,Ostergotland,Sweden,302
481,2020-12-05,Skane,Sweden,450
482,2020-12-05,Sormland,Sweden,281
483,2020-12-05,Stockholm,Sweden,2793
484,2020-12-05,Uppsala,Sweden,306
485,2020-12-05,Varmland,Sweden,92
486,2020-12-05,Vasterbotten,Sweden,53
487,2020-12-05,Vasternorrland,Sweden,156
488,2020-12-05,Vastmanland,Sweden,203
489,2020-12-05,Vastra Gotaland,Sweden,1032
490,2020-12-05,Alabama,US,3831
491,2020-12-05,Alaska,US,142
492,2020-12-05,Arizona,US,6885
493,2020-12-05,Arkansas,US,2586
494,2020-12-05,California,US,19734
495,2020-12-05,Colorado,US,3338
496,2020-12-05,Connecticut,US,5146
497,2020-12-05,Delaware,US,782
498,2020-12-05,District of Columbia,US,693
499,2020-12-05,Florida,US,18994
500,2020-12-05,Georgia,US,9725
501,2020-12-05,Guam,US,113
502,2020-12-05,Hawaii,US,256
503,2020-12-05,Idaho,US,1032
504,2020-12-05,Illinois,US,13782
505,2020-12-05,Indiana,US,6122
506,2020-12-05,Iowa,US,2665
507,2020-12-05,Kansas,US,1786
508,2020-12-05,Kentucky,US,2039
509,2020-12-05,Louisiana,US,6548
510,2020-12-05,Maine,US,224
511,2020-12-05,Maryland,US,4790
512,2020-12-05,Massachusetts,US,10910
513,2020-12-05,Michigan,US,10117
514,2020-12-05,Minnesota,US,3904
515,2020-12-05,Mississippi,US,3916
516,2020-12-05,Missouri,US,4216
517,2020-12-05,Montana,US,727
518,2020-12-05,Nebraska,US,1186
519,2020-12-05,Nevada,US,2272
520,2020-12-05,New Hampshire,US,552
521,2020-12-05,New Jersey,US,17255
522,2020-12-05,New Mexico,US,1706
523,2020-12-05,New York,US,34869
524,2020-12-05,North Carolina,US,5467
525,2020-12-05,North Dakota,US,995
526,2020-12-05,Northern Mariana Islands,US,2
527,2020-12-05,Ohio,US,6882
528,2020-12-05,Oklahoma,US,1860
529,2020-12-05,Oregon,US,1003
530,2020-12-05,Pennsylvania,US,11052
531,2020-12-05,Puerto Rico,US,1173
532,2020-12-05,Recovered,US,0
533,2020-12-05,Rhode Island,US,1413
534,2020-12-05,South Carolina,US,4496
535,2020-12-05,South Dakota,US,1064
536,2020-12-05,Tennessee,US,4876
537,2020-12-05,Texas,US,22895
538,2020-12-05,Utah,US,925
539,2020-12-05,Vermont,US,77
540,2020-12-05,Virgin Islands,US,23
541,2020-12-05,Virginia,US,4160
542,2020-12-05,Washington,US,2849
543,2020-12-05,West Virginia,US,799
544,2020-12-05,Wisconsin,US,3842
545,2020-12-05,Wyoming,US,266
546,2020-12-05,Cherkasy Oblast,Ukraine,222
547,2020-12-05,Chernihiv Oblast,Ukraine,91
548,2020-12-05,Chernivtsi Oblast,Ukraine,662
549,2020-12-05,Crimea Republic*,Ukraine,313
550,2020-12-05,Dnipropetrovsk Oblast,Ukraine,981
551,2020-12-05,Donetsk Oblast,Ukraine,460
552,2020-12-05,Ivano-Frankivsk Oblast,Ukraine,673
553,2020-12-05,Kharkiv Oblast,Ukraine,787
554,2020-12-05,Kherson Oblast,Ukraine,216
555,2020-12-05,Khmelnytskyi Oblast,Ukraine,457
556,2020-12-05,Kiev,Ukraine,1395
557,2020-12-05,Kiev Oblast,Ukraine,727
558,2020-12-05,Kirovohrad Oblast,Ukraine,173
559,2020-12-05,Luhansk Oblast,Ukraine,182
560,2020-12-05,Lviv Oblast,Ukraine,1325
561,2020-12-05,Mykolaiv Oblast,Ukraine,325
562,2020-12-05,Odessa Oblast,Ukraine,629
563,2020-12-05,Poltava Oblast,Ukraine,523
564,2020-12-05,Rivne Oblast,Ukraine,404
565,2020-12-05,Sevastopol*,Ukraine,133
566,2020-12-05,Sumy Oblast,Ukraine,410
567,2020-12-05,Ternopil Oblast,Ukraine,390
568,2020-12-05,Vinnytsia Oblast,Ukraine,308
569,2020-12-05,Volyn Oblast,Ukraine,446
570,2020-12-05,Zakarpattia Oblast,Ukraine,548
571,2020-12-05,Zaporizhia Oblast,Ukraine,337
572,2020-12-05,Zhytomyr Oblast,Ukraine,524
573,2020-12-05,Anguilla,United Kingdom,0
574,2020-12-05,Bermuda,United Kingdom,9
575,2020-12-05,British Virgin Islands,United Kingdom,1
576,2020-12-05,Cayman Islands,United Kingdom,2
577,2020-12-05,Channel Islands,United Kingdom,48
578,2020-12-05,England,United Kingdom,53025
579,2020-12-05,Falkland Islands (Malvinas),United Kingdom,0
580,2020-12-05,Gibraltar,United Kingdom,5
581,2020-12-05,Isle of Man,United Kingdom,25
582,2020-12-05,Montserrat,United Kingdom,1
583,2020-12-05,Northern Ireland,United Kingdom,1032
584,2020-12-05,Scotland,United Kingdom,3889
585,2020-12-05,Turks and Caicos Islands,United Kingdom,6
586,2020-12-05,Unknown,United Kingdom,0
587,2020-12-05,Wales,United Kingdom,2671
588,2020-12-06,Australian Capital Territory,Australia,3
589,2020-12-06,New South Wales,Australia,53
590,2020-12-06,Northern Territory,Australia,0
591,2020-12-06,Queensland,Australia,6
592,2020-12-06,South Australia,Australia,4
593,2020-12-06,Tasmania,Australia,13
594,2020-12-06,Victoria,Australia,820
595,2020-12-06,Western Australia,Australia,9
596,2020-12-06,Antwerp,Belgium,0
597,2020-12-06,Brussels,Belgium,0
598,2020-12-06,East Flanders,Belgium,0
599,2020-12-06,Flemish Brabant,Belgium,0
600,2020-12-06,Hainaut,Belgium,0
601,2020-12-06,Liege,Belgium,0
602,2020-12-06,Limburg,Belgium,0
603,2020-12-06,Luxembourg,Belgium,0
604,2020-12-06,Namur,Belgium,0
605,2020-12-06,Unknown,Belgium,17254
606,2020-12-06,Walloon Brabant,Belgium,0
607,2020-12-06,West Flanders,Belgium,0
608,2020-12-06,Acre,Brazil,732
609,2020-12-06,Alagoas,Brazil,2351
610,2020-12-06,Amapa,Brazil,826
611,2020-12-06,Amazonas,Brazil,4946
612,2020-12-06,Bahia,Brazil,8388
613,2020-12-06,Ceara,Brazil,9693
614,2020-12-06,Distrito Federal,Brazil,3978
615,2020-12-06,Espirito Santo,Brazil,4384
616,2020-12-06,Goias,Brazil,6455
617,2020-12-06,Maranhao,Brazil,4335
618,2020-12-06,Mato Grosso,Brazil,4130
619,2020-12-06,Mato Grosso do Sul,Brazil,1827
620,2020-12-06,Minas Gerais,Brazil,10283
621,2020-12-06,Para,Brazil,6944
