,Date,State,Country,Confirmed
46,2020-11-18,Tocantins,Brazil,78364
47,2020-11-18,Alberta,Canada,40962
48,2020-11-18,British Columbia,Canada,23662
49,2020-11-18,Diamond Princess,Canada,0
50,2020-11-18,Grand Princess,Canada,13
51,2020-11-18,Manitoba,Canada,11608
52,2020-11-18,New Brunswick,Canada,379
53,2020-11-18,Newfoundland and Labrador,Canada,305
54,2020-11-18,Northwest Territories,Canada,15
55,2020-11-18,Nova Scotia,Canada,1151
56,2020-11-18,Nunavut,Canada,58
57,2020-11-18,Ontario,Canada,100214
58,2020-11-18,Prince Edward Island,Canada,68
59,2020-11-18,Quebec,Canada,126054
60,2020-11-18,Saskatchewan,Canada,5422
61,2020-11-18,Yukon,Canada,24
62,2020-11-18,Antofagasta,Chile,21897
63,2020-11-18,Araucania,Chile,15453
64,2020-11-18,Arica y Parinacota,Chile,10025
65,2020-11-18,Atacama,Chile,7998
66,2020-11-18,Aysen,Chile,1172
67,2020-11-18,Biobio,Chile,33271
68,2020-11-18,Coquimbo,Chile,12853
69,2020-11-18,Los Lagos,Chile,18437
70,2020-11-18,Los Rios,Chile,4997
71,2020-11-18,Magallanes,Chile,13458
72,2020-11-18,Maule,Chile,20151
73,2020-11-18,Metropolitana,Chile,301364
74,2020-11-18,Nuble,Chile,8149
75,2020-11-18,OHiggins,Chile,19357
76,2020-11-18,Tarapaca,Chile,13477
77,2020-11-18,Unknown,Chile,46
78,2020-11-18,Valparaiso,Chile,31505
79,2020-11-18,Anhui,China,992
80,2020-11-18,Beijing,China,947
81,2020-11-18,Chongqing,China,589
82,2020-11-18,Fujian,China,461
83,2020-11-18,Gansu,China,181
84,2020-11-18,Guangdong,China,1972
85,2020-11-18,Guangxi,China,260
86,2020-11-18,Guizhou,China,147
87,2020-11-18,Hainan,China,171
88,2020-11-18,Hebei,China,373
89,2020-11-18,Heilongjiang,China,949
90,2020-11-18,Henan,China,1288
91,2020-11-18,Hong Kong,China,5470
92,2020-11-18,Hubei,China,68148
93,2020-11-18,Hunan,China,1020
94,2020-11-18,Inner Mongolia,China,307
95,2020-11-18,Jiangsu,China,677
96,2020-11-18,Jiangxi,China,935
97,2020-11-18,Jilin,China,157
98,2020-11-18,Liaoning,China,289
99,2020-11-18,Macau,China,46
100,2020-11-18,Ningxia,China,75
101,2020-11-18,Qinghai,China,18
102,2020-11-18,Shaanxi,China,487
103,2020-11-18,Shandong,China,849
104,2020-11-18,Shanghai,China,1285
105,2020-11-18,Shanxi,China,220
106,2020-11-18,Sichuan,China,792
107,2020-11-18,Tianjin,China,291
108,2020-11-18,Tibet,China,1
109,2020-11-18,Xinjiang,China,980
110,2020-11-18,Yunnan,China,217
111,2020-11-18,Zhejiang,China,1291
112,2020-11-18,Amazonas,Colombia,3016
113,2020-11-18,Antioquia,Colombia,196075
114,2020-11-18,Arauca,Colombia,3801
115,2020-11-18,Atlantico,Colombia,74975
116,2020-11-18,Bolivar,Colombia,35265
117,2020-11-18,Boyaca,Colombia,18738
118,2020-11-18,Caldas,Colombia,20852
119,2020-11-18,Capital District,Colombia,349474
120,2020-11-18,Caqueta,Colombia,12612
121,2020-11-18,Casanare,Colombia,6122
122,2020-11-18,Cauca,Colombia,14821
123,2020-11-18,Cesar,Colombia,28061
124,2020-11-18,Choco,Colombia,4426
125,2020-11-18,Cordoba,Colombia,27587
126,2020-11-18,Cundinamarca,Colombia,47958
127,2020-11-18,Guainia,Colombia,1168
128,2020-11-18,Guaviare,Colombia,1724
129,2020-11-18,Huila,Colombia,27692
130,2020-11-18,La Guajira,Colombia,11048
131,2020-11-18,Magdalena,Colombia,18698
132,2020-11-18,Meta,Colombia,26097
133,2020-11-18,Narino,Colombia,23975
134,2020-11-18,Norte de Santander,Colombia,25136
135,2020-11-18,Putumayo,Colombia,4717
136,2020-11-18,Quindio,Colombia,14594
137,2020-11-18,Risaralda,Colombia,20813
138,2020-11-18,San Andres y Providencia,Colombia,2004
139,2020-11-18,Santander,Colombia,48616
140,2020-11-18,Sucre,Colombia,16143
141,2020-11-18,Tolima,Colombia,25496
142,2020-11-18,Unknown,Colombia,0
143,2020-11-18,Valle del Cauca,Colombia,97437
144,2020-11-18,Vaupes,Colombia,1114
145,2020-11-18,Vichada,Colombia,873
146,2020-11-18,Faroe Islands,Denmark,498
147,2020-11-18,Greenland,Denmark,18
148,2020-11-18,French Guiana,France,10900
149,2020-11-18,French Polynesia,France,12362
150,2020-11-18,Guadeloupe,France,8225
151,2020-11-18,Martinique,France,4732
152,2020-11-18,Mayotte,France,4943
153,2020-11-18,New Caledonia,France,30
154,2020-11-18,Reunion,France,7161
155,2020-11-18,Saint Barthelemy,France,109
156,2020-11-18,Saint Pierre and Miquelon,France,16
157,2020-11-18,St Martin,France,655
158,2020-11-18,Baden-Wurttemberg,Germany,120870
159,2020-11-18,Bayern,Germany,164288
160,2020-11-18,Berlin,Germany,50611
161,2020-11-18,Brandenburg,Germany,14288
162,2020-11-18,Bremen,Germany,8457
163,2020-11-18,Hamburg,Germany,20830
164,2020-11-18,Hessen,Germany,68070
165,2020-11-18,Mecklenburg-Vorpommern,Germany,4620
166,2020-11-18,Niedersachsen,Germany,56924
167,2020-11-18,Nordrhein-Westfalen,Germany,211380
168,2020-11-18,Rheinland-Pfalz,Germany,34144
169,2020-11-18,Saarland,Germany,10721
170,2020-11-18,Sachsen,Germany,36891
171,2020-11-18,Sachsen-Anhalt,Germany,8673
172,2020-11-18,Schleswig-Holstein,Germany,11917
173,2020-11-18,Thuringen,Germany,11605
174,2020-11-18,Unknown,Germany,9468
175,2020-11-18,Andaman and Nicobar Islands,India,4574
176,2020-11-18,Andhra Pradesh,India,856159
177,2020-11-18,Arunachal Pradesh,India,15904
178,2020-11-18,Assam,India,210696
179,2020-11-18,Bihar,India,227018
180,2020-11-18,Chandigarh,India,16022
181,2020-11-18,Chhattisgarh,India,213365
182,2020-11-18,Dadra and Nagar Haveli and Daman and Diu,India,3297
183,2020-11-18,Delhi,India,495598
184,2020-11-18,Goa,India,46182
185,2020-11-18,Gujarat,India,190361
186,2020-11-18,Haryana,India,204477
187,2020-11-18,Himachal Pradesh,India,30740
188,2020-11-18,Jammu and Kashmir,India,103581
189,2020-11-18,Jharkhand,India,106491
190,2020-11-18,Karnataka,India,864140
191,2020-11-18,Kerala,India,533500
192,2020-11-18,Ladakh,India,7563
193,2020-11-18,Lakshadweep,India,0
194,2020-11-18,Madhya Pradesh,India,185446
195,2020-11-18,Maharashtra,India,1752509
196,2020-11-18,Manipur,India,22208
197,2020-11-18,Meghalaya,India,10791
198,2020-11-18,Mizoram,India,3481
199,2020-11-18,Nagaland,India,10188
200,2020-11-18,Odisha,India,310052
201,2020-11-18,Puducherry,India,36409
202,2020-11-18,Punjab,India,142597
203,2020-11-18,Rajasthan,India,230180
204,2020-11-18,Sikkim,India,4548
205,2020-11-18,Tamil Nadu,India,761568
206,2020-11-18,Telangana,India,259776
207,2020-11-18,Tripura,India,32112
208,2020-11-18,Unknown,India,0
209,2020-11-18,Uttar Pradesh,India,514270
210,2020-11-18,Uttarakhand,India,68887
211,2020-11-18,West Bengal,India,438217
212,2020-11-18,Abruzzo,Italy,20552
213,2020-11-18,Basilicata,Italy,5375
214,2020-11-18,Calabria,Italy,11070
215,2020-11-18,Campania,Italy,118285
216,2020-11-18,Emilia-Romagna,Italy,93285
217,2020-11-18,Friuli Venezia Giulia,Italy,19929
218,2020-11-18,Lazio,Italy,89219
219,2020-11-18,Liguria,Italy,44427
220,2020-11-18,Lombardia,Italy,333356
221,2020-11-18,Marche,Italy,23955
222,2020-11-18,Molise,Italy,3268
223,2020-11-18,P.A. Bolzano,Italy,18104
224,2020-11-18,P.A. Trento,Italy,13025
225,2020-11-18,Piemonte,Italy,131547
226,2020-11-18,Puglia,Italy,36716
227,2020-11-18,Sardegna,Italy,16096
228,2020-11-18,Sicilia,Italy,44691
229,2020-11-18,Toscana,Italy,84197
230,2020-11-18,Umbria,Italy,19510
231,2020-11-18,Valle d'Aosta,Italy,5499
232,2020-11-18,Veneto,Italy,105966
233,2020-11-18,Aichi,Japan,7913
234,2020-11-18,Akita,Japan,74
235,2020-11-18,Aomori,Japan,280
236,2020-11-18,Chiba,Japan,5938
237,2020-11-18,Ehime,Japan,138
238,2020-11-18,Fukui,Japan,278
239,2020-11-18,Fukuoka,Japan,5392
240,2020-11-18,Fukushima,Japan,441
241,2020-11-18,Gifu,Japan,836
242,2020-11-18,Gunma,Japan,964
243,2020-11-18,Hiroshima,Japan,705
244,2020-11-18,Hokkaido,Japan,5869
245,2020-11-18,Hyogo,Japan,4121
246,2020-11-18,Ibaraki,Japan,1032
247,2020-11-18,Ishikawa,Japan,830
248,2020-11-18,Iwate,Japan,79
249,2020-11-18,Kagawa,Japan,123
250,2020-11-18,Kagoshima,Japan,560
251,2020-11-18,Kanagawa,Japan,10367
252,2020-11-18,Kochi,Japan,144
253,2020-11-18,Kumamoto,Japan,932
254,2020-11-18,Kyoto,Japan,2356
255,2020-11-18,Mie,Japan,627
256,2020-11-18,Miyagi,Japan,1028
257,2020-11-18,Miyazaki,Japan,375
258,2020-11-18,Nagano,Japan,494
259,2020-11-18,Nagasaki,Japan,252
260,2020-11-18,Nara,Japan,864
261,2020-11-18,Niigata,Japan,259
262,2020-11-18,Oita,Japan,179
263,2020-11-18,Okayama,Japan,406
264,2020-11-18,Okinawa,Japan,3795
265,2020-11-18,Osaka,Japan,15763
266,2020-11-18,Port Quarantine,Japan,1366
267,2020-11-18,Saga,Japan,278
268,2020-11-18,Saitama,Japan,6998
269,2020-11-18,Shiga,Japan,683
270,2020-11-18,Shimane,Japan,142
271,2020-11-18,Shizuoka,Japan,909
272,2020-11-18,Tochigi,Japan,523
273,2020-11-18,Tokushima,Japan,173
274,2020-11-18,Tokyo,Japan,35267
275,2020-11-18,Tottori,Japan,52
276,2020-11-18,Toyama,Japan,430
277,2020-11-18,Unknown,Japan,8
278,2020-11-18,Wakayama,Japan,338
279,2020-11-18,Yamagata,Japan,98
280,2020-11-18,Yamaguchi,Japan,279
281,2020-11-18,Yamanashi,Japan,289
282,2020-11-18,Aguascalientes,Mexico,11230
283,2020-11-18,Baja California,Mexico,24548
284,2020-11-18,Baja California Sur,Mexico,13561
285,2020-11-18,Campeche,Mexico,6651
286,2020-11-18,Chiapas,Mexico,7628
287,2020-11-18,Chihuahua,Mexico,25344
288,2020-11-18,Ciudad de Mexico,Mexico,180621
289,2020-11-18,Coahuila,Mexico,37797
290,2020-11-18,Colima,Mexico,6932
291,2020-11-18,Durango,Mexico,17677
292,2020-11-18,Guanajuato,Mexico,54609
293,2020-11-18,Guerrero,Mexico,23065
294,2020-11-18,Hidalgo,Mexico,17329
295,2020-11-18,Jalisco,Mexico,37709
296,2020-11-18,Mexico,Mexico,103516
297,2020-11-18,Michoacan,Mexico,26951
298,2020-11-18,Morelos,Mexico,7317
299,2020-11-18,Nayarit,Mexico,6953
300,2020-11-18,Nuevo Leon,Mexico,60700
301,2020-11-18,Oaxaca,Mexico,22992
302,2020-11-18,Puebla,Mexico,37700
303,2020-11-18,Queretaro,Mexico,17503
304,2020-11-18,Quintana Roo,Mexico,13916
305,2020-11-18,San Luis Potosi,Mexico,31962
306,2020-11-18,Sinaloa,Mexico,23095
307,2020-11-18,Sonora,Mexico,40666
308,2020-11-18,Tabasco,Mexico,35821
309,2020-11-18,Tamaulipas,Mexico,33754
310,2020-11-18,Tlaxcala,Mexico,8813
311,2020-11-18,Unknown,Mexico,0
312,2020-11-18,Veracruz,Mexico,38415
313,2020-11-18,Yucatan,Mexico,22756
314,2020-11-18,Zacatecas,Mexico,13622
315,2020-11-18,Aruba,Netherlands,4676
316,2020-11-18,"Bonaire, Sint Eustatius and Saba",Netherlands,157
317,2020-11-18,Curacao,Netherlands,1415
318,2020-11-18,Drenthe,Netherlands,6671
319,2020-11-18,Flevoland,Netherlands,8911
320,2020-11-18,Friesland,Netherlands,7359
321,2020-11-18,Gelderland,Netherlands,44685
322,2020-11-18,Groningen,Netherlands,7275
323,2020-11-18,Limburg,Netherlands,21253
324,2020-11-18,Noord-Brabant,Netherlands,71925
325,2020-11-18,Noord-Holland,Netherlands,83962
326,2020-11-18,Overijssel,Netherlands,26875
327,2020-11-18,Sint Maarten,Netherlands,954
328,2020-11-18,Unknown,Netherlands,2742
329,2020-11-18,Utrecht,Netherlands,38714
330,2020-11-18,Zeeland,Netherlands,5210
331,2020-11-18,Zuid-Holland,Netherlands,131421
332,2020-11-18,Azad Jammu and Kashmir,Pakistan,5640
333,2020-11-18,Balochistan,Pakistan,16529
334,2020-11-18,Gilgit-Baltistan,Pakistan,4467
335,2020-11-18,Islamabad,Pakistan,24871
336,2020-11-18,Khyber Pakhtunkhwa,Pakistan,42815
337,2020-11-18,Punjab,Pakistan,111626
338,2020-11-18,Sindh,Pakistan,157432
339,2020-11-18,Amazonas,Peru,17452
340,2020-11-18,Ancash,Peru,27804
341,2020-11-18,Apurimac,Peru,6206
342,2020-11-18,Arequipa,Peru,45566
343,2020-11-18,Ayacucho,Peru,14059
344,2020-11-18,Cajamarca,Peru,23114
345,2020-11-18,Callao,Peru,39343
346,2020-11-18,Cusco,Peru,23298
347,2020-11-18,Huancavelica,Peru,7497
348,2020-11-18,Huanuco,Peru,18534
349,2020-11-18,Ica,Peru,30513
350,2020-11-18,Junin,Peru,24586
351,2020-11-18,La Libertad,Peru,34274
352,2020-11-18,Lambayeque,Peru,29827
353,2020-11-18,Lima,Peru,420813
354,2020-11-18,Loreto,Peru,23439
355,2020-11-18,Madre de Dios,Peru,9063
356,2020-11-18,Moquegua,Peru,14880
357,2020-11-18,Pasco,Peru,6045
358,2020-11-18,Piura,Peru,39634
359,2020-11-18,Puno,Peru,17927
360,2020-11-18,San Martin,Peru,22930
361,2020-11-18,Tacna,Peru,13638
362,2020-11-18,Tumbes,Peru,8833
363,2020-11-18,Ucayali,Peru,18993
364,2020-11-18,Unknown,Peru,0
365,2020-11-18,Adygea Republic,Russia,6975
366,2020-11-18,Altai Krai,Russia,23154
367,2020-11-18,Altai Republic,Russia,9702
368,2020-11-18,Amur Oblast,Russia,9355
369,2020-11-18,Arkhangelsk Oblast,Russia,26639
370,2020-11-18,Astrakhan Oblast,Russia,11797
371,2020-11-18,Bashkortostan Republic,Russia,12565
372,2020-11-18,Belgorod Oblast,Russia,14043
373,2020-11-18,Bryansk Oblast,Russia,15511
374,2020-11-18,Buryatia Republic,Russia,15378
375,2020-11-18,Chechen Republic,Russia,3254
376,2020-11-18,Chelyabinsk Oblast,Russia,22194
377,2020-11-18,Chukotka Autonomous Okrug,Russia,300
378,2020-11-18,Chuvashia Republic,Russia,11108
379,2020-11-18,Dagestan Republic,Russia,17619
380,2020-11-18,Ingushetia Republic,Russia,8473
381,2020-11-18,Irkutsk Oblast,Russia,28591
382,2020-11-18,Ivanovo Oblast,Russia,13797
383,2020-11-18,Jewish Autonomous Okrug,Russia,2586
384,2020-11-18,Kabardino-Balkarian Republic,Russia,11539
385,2020-11-18,Kaliningrad Oblast,Russia,9099
386,2020-11-18,Kalmykia Republic,Russia,10605
387,2020-11-18,Kaluga Oblast,Russia,14168
388,2020-11-18,Kamchatka Krai,Russia,6774
389,2020-11-18,Karachay-Cherkess Republic,Russia,11090
390,2020-11-18,Karelia Republic,Russia,10609
391,2020-11-18,Kemerovo Oblast,Russia,18481
392,2020-11-18,Khabarovsk Krai,Russia,20485
393,2020-11-18,Khakassia Republic,Russia,9740
394,2020-11-18,Khanty-Mansi Autonomous Okrug,Russia,31652
395,2020-11-18,Kirov Oblast,Russia,15081
396,2020-11-18,Komi Republic,Russia,17677
397,2020-11-18,Kostroma Oblast,Russia,9603
398,2020-11-18,Krasnodar Krai,Russia,19869
399,2020-11-18,Krasnoyarsk Krai,Russia,31882
400,2020-11-18,Kurgan Oblast,Russia,7367
401,2020-11-18,Kursk Oblast,Russia,13274
402,2020-11-18,Leningrad Oblast,Russia,14288
403,2020-11-18,Lipetsk Oblast,Russia,9722
404,2020-11-18,Magadan Oblast,Russia,5120
405,2020-11-18,Mari El Republic,Russia,6913
406,2020-11-18,Mordovia Republic,Russia,9605
407,2020-11-18,Moscow,Russia,522456
408,2020-11-18,Moscow Oblast,Russia,98306
409,2020-11-18,Murmansk Oblast,Russia,23843
410,2020-11-18,Nenets Autonomous Okrug,Russia,587
411,2020-11-18,Nizhny Novgorod Oblast,Russia,48617
412,2020-11-18,North Ossetia - Alania Republic,Russia,8390
413,2020-11-18,Novgorod Oblast,Russia,9397
414,2020-11-18,Novosibirsk Oblast,Russia,20354
415,2020-11-18,Omsk Oblast,Russia,19479
416,2020-11-18,Orel Oblast,Russia,14215
417,2020-11-18,Orenburg Oblast,Russia,20753
418,2020-11-18,Penza Oblast,Russia,18092
419,2020-11-18,Perm Krai,Russia,16902
420,2020-11-18,Primorsky Krai,Russia,18937
421,2020-11-18,Pskov Oblast,Russia,10035
422,2020-11-18,Rostov Oblast,Russia,35907
423,2020-11-18,Ryazan Oblast,Russia,12540
424,2020-11-18,Saint Petersburg,Russia,85873
425,2020-11-18,Sakha (Yakutiya) Republic,Russia,17192
426,2020-11-18,Sakhalin Oblast,Russia,9673
427,2020-11-18,Samara Oblast,Russia,19294
428,2020-11-18,Saratov Oblast,Russia,24005
429,2020-11-18,Smolensk Oblast,Russia,10677
430,2020-11-18,Stavropol Krai,Russia,24809
431,2020-11-18,Sverdlovsk Oblast,Russia,41361
432,2020-11-18,Tambov Oblast,Russia,11645
433,2020-11-18,Tatarstan Republic,Russia,9366
434,2020-11-18,Tomsk Oblast,Russia,15839
435,2020-11-18,Tula Oblast,Russia,14606
436,2020-11-18,Tver Oblast,Russia,12573
437,2020-11-18,Tyumen Oblast,Russia,16076
438,2020-11-18,Tyva Republic,Russia,11090
439,2020-11-18,Udmurt Republic,Russia,11237
440,2020-11-18,Ulyanovsk Oblast,Russia,24455
441,2020-11-18,Vladimir Oblast,Russia,11543
442,2020-11-18,Volgograd Oblast,Russia,24085
443,2020-11-18,Vologda Oblast,Russia,9151
444,2020-11-18,Voronezh Oblast,Russia,30270
445,2020-11-18,Yamalo-Nenets Autonomous Okrug,Russia,23787
446,2020-11-18,Yaroslavl Oblast,Russia,14059
447,2020-11-18,Zabaykalsky Krai,Russia,15752
448,2020-11-18,Andalusia,Spain,202491
449,2020-11-18,Aragon,Spain,69196
450,2020-11-18,Asturias,Spain,19414
451,2020-11-18,Baleares,Spain,22204
452,2020-11-18,C. Valenciana,Spain,85879
453,2020-11-18,Canarias,Spain,19456
454,2020-11-18,Cantabria,Spain,13473
455,2020-11-18,Castilla - La Mancha,Spain,78735
456,2020-11-18,Castilla y Leon,Spain,109973
457,2020-11-18,Catalonia,Spain,285993
458,2020-11-18,Ceuta,Spain,2533
459,2020-11-18,Extremadura,Spain,26312
460,2020-11-18,Galicia,Spain,44182
461,2020-11-18,La Rioja,Spain,15381
462,2020-11-18,Madrid,Spain,334655
463,2020-11-18,Melilla,Spain,3728
464,2020-11-18,Murcia,Spain,50298
465,2020-11-18,Navarra,Spain,38011
466,2020-11-18,Pais Vasco,Spain,88109
467,2020-11-18,Unknown,Spain,0
468,2020-11-18,Blekinge,Sweden,1474
469,2020-11-18,Dalarna,Sweden,4888
470,2020-11-18,Gavleborg,Sweden,5197
471,2020-11-18,Gotland,Sweden,913
472,2020-11-18,Halland,Sweden,5175
473,2020-11-18,Jamtland Harjedalen,Sweden,2097
474,2020-11-18,Jonkoping,Sweden,9503
475,2020-11-18,Kalmar,Sweden,2103
476,2020-11-18,Kronoberg,Sweden,4181
477,2020-11-18,Norrbotten,Sweden,3505
478,2020-11-18,Orebro,Sweden,7822
479,2020-11-18,Ostergotland,Sweden,8139
480,2020-11-18,Skane,Sweden,18574
481,2020-11-18,Sormland,Sweden,4638
482,2020-11-18,Stockholm,Sweden,55950
483,2020-11-18,Uppsala,Sweden,8748
484,2020-11-18,Varmland,Sweden,2573
485,2020-11-18,Vasterbotten,Sweden,2842
486,2020-11-18,Vasternorrland,Sweden,3294
487,2020-11-18,Vastmanland,Sweden,6160
488,2020-11-18,Vastra Gotaland,Sweden,34663
489,2020-11-18,Alabama,US,220848
490,2020-11-18,Alaska,US,25041
491,2020-11-18,Arizona,US,279896
492,2020-11-18,Arkansas,US,135902
493,2020-11-18,California,US,1052285
494,2020-11-18,Colorado,US,172044
495,2020-11-18,Connecticut,US,94986
496,2020-11-18,Delaware,US,29552
497,2020-11-18,District of Columbia,US,19309
498,2020-11-18,Florida,US,897323
499,2020-11-18,Georgia,US,430571
500,2020-11-18,Guam,US,6234
501,2020-11-18,Hawaii,US,16905
502,2020-11-18,Idaho,US,85125
503,2020-11-18,Illinois,US,597849
504,2020-11-18,Indiana,US,262207
505,2020-11-18,Iowa,US,193198
506,2020-11-18,Kansas,US,125294
507,2020-11-18,Kentucky,US,142008
508,2020-11-18,Louisiana,US,207685
509,2020-11-18,Maine,US,9363
510,2020-11-18,Maryland,US,169805
511,2020-11-18,Massachusetts,US,192964
512,2020-11-18,Michigan,US,296840
513,2020-11-18,Minnesota,US,236949
514,2020-11-18,Mississippi,US,135803
515,2020-11-18,Missouri,US,254151
516,2020-11-18,Montana,US,49398
517,2020-11-18,Nebraska,US,103805
518,2020-11-18,Nevada,US,123795
519,2020-11-18,New Hampshire,US,15319
520,2020-11-18,New Jersey,US,285519
521,2020-11-18,New Mexico,US,67559
522,2020-11-18,New York,US,568778
523,2020-11-18,North Carolina,US,317495
524,2020-11-18,North Dakota,US,65967
525,2020-11-18,Northern Mariana Islands,US,103
526,2020-11-18,Ohio,US,312443
527,2020-11-18,Oklahoma,US,158408
528,2020-11-18,Oregon,US,58570
529,2020-11-18,Pennsylvania,US,280957
530,2020-11-18,Puerto Rico,US,43585
531,2020-11-18,Recovered,US,0
532,2020-11-18,Rhode Island,US,44528
533,2020-11-18,South Carolina,US,197900
534,2020-11-18,South Dakota,US,67284
535,2020-11-18,Tennessee,US,320729
536,2020-11-18,Texas,US,1135383
537,2020-11-18,Utah,US,158957
538,2020-11-18,Vermont,US,3104
539,2020-11-18,Virgin Islands,US,1450
540,2020-11-18,Virginia,US,206762
541,2020-11-18,Washington,US,134121
542,2020-11-18,West Virginia,US,35324
543,2020-11-18,Wisconsin,US,342155
544,2020-11-18,Wyoming,US,24453
545,2020-11-18,Cherkasy Oblast,Ukraine,14233
546,2020-11-18,Chernihiv Oblast,Ukraine,12120
547,2020-11-18,Chernivtsi Oblast,Ukraine,28692
548,2020-11-18,Crimea Republic*,Ukraine,12522
549,2020-11-18,Dnipropetrovsk Oblast,Ukraine,22877
550,2020-11-18,Donetsk Oblast,Ukraine,17713
551,2020-11-18,Ivano-Frankivsk Oblast,Ukraine,28972
552,2020-11-18,Kharkiv Oblast,Ukraine,48586
553,2020-11-18,Kherson Oblast,Ukraine,7357
554,2020-11-18,Khmelnytskyi Oblast,Ukraine,23547
555,2020-11-18,Kiev,Ukraine,52642
556,2020-11-18,Kiev Oblast,Ukraine,25787
557,2020-11-18,Kirovohrad Oblast,Ukraine,3753
558,2020-11-18,Luhansk Oblast,Ukraine,5215
559,2020-11-18,Lviv Oblast,Ukraine,37970
560,2020-11-18,Mykolaiv Oblast,Ukraine,12998
561,2020-11-18,Odessa Oblast,Ukraine,34176
562,2020-11-18,Poltava Oblast,Ukraine,15884
563,2020-11-18,Rivne Oblast,Ukraine,25596
564,2020-11-18,Sevastopol*,Ukraine,3579
565,2020-11-18,Sumy Oblast,Ukraine,18903
566,2020-11-18,Ternopil Oblast,Ukraine,23938
567,2020-11-18,Vinnytsia Oblast,Ukraine,14103
568,2020-11-18,Volyn Oblast,Ukraine,19297
569,2020-11-18,Zakarpattia Oblast,Ukraine,19826
570,2020-11-18,Zaporizhia Oblast,Ukraine,20025
571,2020-11-18,Zhytomyr Oblast,Ukraine,23447
572,2020-11-18,Anguilla,United Kingdom,3
573,2020-11-18,Bermuda,United Kingdom,223
574,2020-11-18,British Virgin Islands,United Kingdom,71
575,2020-11-18,Cayman Islands,United Kingdom,257
576,2020-11-18,Channel Islands,United Kingdom,1046
577,2020-11-18,England,United Kingdom,1211951
578,2020-11-18,Falkland Islands (Malvinas),United Kingdom,15
579,2020-11-18,Gibraltar,United Kingdom,915
580,2020-11-18,Isle of Man,United Kingdom,364
581,2020-11-18,Montserrat,United Kingdom,13
582,2020-11-18,Northern Ireland,United Kingdom,47711
583,2020-11-18,Scotland,United Kingdom,83259
584,2020-11-18,Turks and Caicos Islands,United Kingdom,720
585,2020-11-18,Unknown,United Kingdom,0
586,2020-11-18,Wales,United Kingdom,67811
587,2020-11-19,Australian Capital Territory,Australia,115
588,2020-11-19,New South Wales,Australia,4514
589,2020-11-19,Northern Territory,Australia,46
590,2020-11-19,Queensland,Australia,1190
591,2020-11-19,South Australia,Australia,551
592,2020-11-19,Tasmania,Australia,230
593,2020-11-19,Victoria,Australia,20345
594,2020-11-19,Western Australia,Australia,794
595,2020-11-19,Antwerp,Belgium,63503
596,2020-11-19,Brussels,Belgium,73537
597,2020-11-19,East Flanders,Belgium,49705
598,2020-11-19,Flemish Brabant,Belgium,41806
599,2020-11-19,Hainaut,Belgium,87734
600,2020-11-19,Liege,Belgium,88570
601,2020-11-19,Limburg,Belgium,22570
602,2020-11-19,Luxembourg,Belgium,15237
603,2020-11-19,Namur,Belgium,30779
604,2020-11-19,Unknown,Belgium,9047
605,2020-11-19,Walloon Brabant,Belgium,22262
606,2020-11-19,West Flanders,Belgium,41037
607,2020-11-19,Acre,Brazil,33725
608,2020-11-19,Alagoas,Brazil,92951
